key_resp_4.keys,key_resp_4.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,cont.keys,cont.rt,retry_testing.thisRepN,retry_testing.thisTrialN,retry_testing.thisN,retry_testing.thisIndex,retry_testing.ran,受試者編號,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,key_resp_3.keys,key_resp_3.rt,from,to,w,a,sequence_loop.thisN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,key_resp_2.keys,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,trial_loop.ran,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisIndex,sequence_loop.ran
,,,,,,,,,,,,,,,PAV-0015,2022-11-01_16h31.55.119,GoFitts,2022.1.4,Win32,59.99160118,,,,,"[319.74091017491037,-142.35782507653005]","[-342.351660256832,72.76909178621575]",20,700,4,"[313,313,313,313,313,313,313,313,313,313,313,313,306,290,264,192,132,66,6,-48,-92,-123,-147,-164,-180,-190,-201,-223,-239,-253,-260,-265,-274,-283,-292,-300,-303,-306,-308,-309,-309,-309,-309,-309,-313,-316,-320,-323,-327,-330,-332,-333]","[-135,-135,-135,-135,-135,-135,-135,-135,-135,-135,-135,-135,-133,-122,-108,-75,-44,-14,17,41,63,74,81,85,89,92,95,99,99,99,99,97,95,91,88,85,84,83,82,82,82,82,82,82,82,82,82,81,79,78,77,76]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0003000000000383807,0.015800000000041337,0.0309999999999917,0.04749999999999943,0.06420000000018433,0.08070000000019206,0.09890000000014254,0.11400000000000432,0.13090000000013902,0.14760000000009654,0.16400000000000148,0.18090000000013617,0.19790000000013208,0.21450000000000102,0.23090000000013333,0.24899999999999523,0.2644999999999982,0.28290000000014004,0.29980000000004736,0.31420000000018433,0.3327000000001874,0.34810000000008756,0.3644000000001455,0.3824999999999932,0.39760000000009654,0.41440000000014265,0.43120000000018877,0.44920000000018945,0.46660000000008495,0.4828000000000401,0.49770000000017944,0.5144999999999982,0.5322000000001879,0.5474999999999994,0.5642000000001843,0.5813000000000415,0.5992000000001809,0.6144000000001455,0.6312000000001916,0.6492000000001781,0.6659999999999968,0.6808000000000476,0.6977000000001823,0.7139999999999986,0.7311000000000973,0.7477000000001794,0.7643000000000484,0.7811000000000945,0.7994000000001336,0.8160000000000025,0.8312000000001802,0.8491000000000923]",,4,0,4,0,1,,,,
,,,,,,,,,,,,,,,PAV-0015,2022-11-01_16h31.55.119,GoFitts,2022.1.4,Win32,59.99160118,,,,,"[-342.351660256832,72.76909178621575]","[350,0]",20,700,4,"[-333,-333,-333,-333,-333,-333,-333,-333,-333,-333,-333,-333,-333,-333,-331,-312,-295,-276,-239,-196,-152,-92,-23,76,108,184,215,240,260,276,291,305,314,323,329,337,353]","[76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,72,66,61,51,39,17,10,2,2,2,2,5,7,7,7,7,6,3,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0001999999999497959,0.016600000000096315,0.031600000000096884,0.04950000000000898,0.06490000000013652,0.08150000000000546,0.09960000000009472,0.1150000000000091,0.1316000000000912,0.14830000000004873,0.16519999999995605,0.18180000000005236,0.19840000000014868,0.2151999999999532,0.23180000000004952,0.24869999999995684,0.26540000000014174,0.28210000000009927,0.298699999999954,0.3154000000001389,0.33219999999995764,0.34969999999995593,0.3650000000000091,0.38330000000004816,0.3986000000001013,0.41519999999995605,0.4314999999999998,0.4485000000000099,0.46640000000014936,0.4818000000000495,0.49840000000014584,0.5164000000001465,0.5318000000000467,0.5501000000001,0.5655000000000001,0.5818000000000438,0.5996000000000947]",,5,0,5,0,1,,,,
,,,,,,,,,,,,,,,PAV-0015,2022-11-01_16h31.55.119,GoFitts,2022.1.4,Win32,59.99160118,,,,,"[350,0]","[-342.351660256832,-72.76909178621567]",20,700,4,"[353,359,360,360,360,360,360,360,360,360,360,360,360,358,351,339,322,292,235,165,96,30,-37,-99,-154,-204,-253,-280,-302,-325,-351,-373,-386,-393,-395,-395,-395,-395,-395,-395,-395,-392,-383,-371,-361,-358,-358,-358,-358,-358,-358,-358,-358,-358,-358,-358,-358,-358,-358,-358,-357,-343]","[1,0,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-10,-19,-31,-44,-58,-73,-84,-92,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-95,-92,-88,-83,-79,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-74]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0001999999999497959,0.01709999999985712,0.03189999999990789,0.04839999999990141,0.06479999999980635,0.08329999999980942,0.09850000000000136,0.11699999999999022,0.13369999999994775,0.14999999999999147,0.16509999999985325,0.18359999999985632,0.1983999999999071,0.21479999999981203,0.23199999999999932,0.24979999999980862,0.26539999999990016,0.2819999999999965,0.30039999999989675,0.3151999999999475,0.33179999999980225,0.3502999999998053,0.3650999999998561,0.3817999999998136,0.3984999999999985,0.41529999999980305,0.4336999999999449,0.4486999999999455,0.465399999999903,0.48209999999986053,0.5005000000000024,0.5154999999999887,0.5320999999998577,0.5499999999999972,0.5653999999998973,0.5817999999998023,0.5997999999998029,0.6150999999998561,0.6333999999999094,0.6485999999998597,0.6653999999999058,0.6832999999998037,0.6989999999999981,0.7169999999999987,0.7322999999998103,0.7486999999999426,0.7663999999999049,0.7815999999998553,0.8002999999998082,0.8147999999998063,0.8316999999999553,0.84829999999981,0.8650999999998561,0.8815999999998496,0.8996999999999531,0.9148999999999035,0.9332999999998037,0.9485999999998569,0.9663999999999078,0.9819999999999993,0.9989999999999952,1.0166999999999433]",,6,0,6,0,1,,,,
,,,,,,,,,,,,,,,PAV-0015,2022-11-01_16h31.55.119,GoFitts,2022.1.4,Win32,59.99160118,,,,,"[-342.351660256832,-72.76909178621567]","[319.7409101749103,142.35782507653005]",20,700,4,"[-343,-332,-329,-328,-328,-328,-328,-328,-328,-328,-328,-328,-328,-328,-328,-328,-328,-328,-308,-229,-108,51,304,379,528,545,545,543,538,536,532,516,471,451,396,367,346,335,330,326]","[-74,-70,-70,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-61,-39,-4,37,103,122,166,171,171,171,171,171,171,168,160,157,147,143,140,139,139,139]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.00020000000019138042,0.016900000000148907,0.031900000000149475,0.04990000000015016,0.06490000000015073,0.08140000000014425,0.09799999999999898,0.11490000000014788,0.1314000000001414,0.15010000000009427,0.16510000000009484,0.18160000000010257,0.1981000000000961,0.2149000000001422,0.2317000000001883,0.24830000000005725,0.26470000000018956,0.2816000000000969,0.298400000000143,0.31670000000019627,0.33190000000014663,0.34880000000005396,0.36630000000005225,0.3818000000000552,0.3983000000000487,0.41490000000014504,0.4314999999999998,0.45050000000000523,0.46720000000019013,0.48360000000009506,0.49850000000000705,0.5169000000001489,0.5334000000001424,0.5485000000000042,0.5665000000000049,0.5836000000001036,0.5982000000001904,0.6172000000001958,0.6336000000001007,0.6483000000000487]",,7,0,7,0,1,,,,
,,,,,,,,,,,,,,,PAV-0015,2022-11-01_16h31.55.119,GoFitts,2022.1.4,Win32,59.99160118,,,,,"[319.7409101749103,142.35782507653005]","[-283.1559480312316,-205.72483830236555]",20,700,4,"[326,321,316,309,304,301,299,299,299,299,299,299,299,299,299,302,307,309,310,311,311,311,311,311,311,311,306,291,261,215,124,95,45,-8,-31,-53,-71,-89,-109,-135,-158,-179,-193,-202,-204,-205,-209,-212,-219,-222,-224,-224,-225,-228,-234,-247,-253,-276,-285,-289,-289,-289,-289,-290,-290,-291,-291,-291,-291,-291,-291,-291,-291,-291,-291]","[139,139,139,139,138,138,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,132,118,95,64,11,-4,-30,-54,-63,-69,-73,-78,-84,-90,-100,-111,-121,-136,-141,-153,-178,-195,-212,-221,-224,-224,-224,-222,-216,-206,-203,-194,-192,-191,-191,-191,-191,-191,-192,-195,-197,-199,-199,-199,-199,-199,-199,-199,-200]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0005000000000023874,0.01829999999981169,0.03339999999991505,0.04979999999981999,0.06799999999999784,0.08519999999995775,0.10159999999986269,0.11619999999994945,0.13289999999990698,0.1495000000000033,0.16609999999985803,0.18300000000000693,0.19929999999980907,0.2162999999998192,0.2330000000000041,0.2510000000000048,0.2666999999999575,0.28350000000000364,0.30109999999986314,0.3168999999999045,0.3331999999999482,0.34979999999981715,0.36619999999994945,0.3826999999999572,0.3996999999999531,0.4162999999998078,0.43319999999995673,0.45019999999995264,0.46669999999996037,0.48489999999991085,0.5012999999998158,0.5165000000000077,0.5330999999998625,0.5498999999999086,0.5676999999999595,0.5831999999999482,0.6012999999998101,0.6168999999999016,0.6343999999999141,0.6496999999999531,0.6665999999998604,0.6845999999998611,0.6993999999999119,0.7180999999998647,0.7328999999999013,0.7495999999998588,0.7665999999998547,0.783199999999951,0.8011999999999517,0.8183999999999116,0.835000000000008,0.8496999999999559,0.8668999999999016,0.8845999999998639,0.9001999999999555,0.917799999999815,0.9331999999999567,0.9511999999999574,0.9663999999999078,0.9831999999999539,1.0010000000000048,1.0161999999999551,1.0326999999999487,1.0500999999998584,1.066799999999816,1.0833999999999122,1.0997999999998171,1.1176999999999566,1.132899999999907,1.1497999999998143,1.166099999999858,1.1827999999998156,1.2012999999998186,1.2164999999999964,1.2345999999998583]",,8,0,8,0,1,,,,
,,,,,,,,,,,,,,,PAV-0015,2022-11-01_16h31.55.119,GoFitts,2022.1.4,Win32,59.99160118,,,,,"[-283.1559480312316,-205.72483830236555]","[234.19571222560037,260.100688917088]",20,700,4,"[-291,-288,-287,-287,-287,-287,-287,-287,-287,-287,-286,-286,-286,-286,-286,-286,-285,-272,-251,-174,-97,-5,84,154,201,227,240,247,248,249,249,252,256,258,260,261,261,261,261,261,260,257,257,255,254,254,253,253,253,253,253,253,246,245,242,239]","[-200,-203,-204,-205,-205,-205,-205,-205,-205,-205,-205,-205,-205,-205,-206,-206,-203,-189,-170,-111,-56,4,64,110,142,162,171,176,176,177,178,181,183,186,188,194,199,207,218,227,236,241,242,245,246,246,247,247,247,247,247,247,250,251,252,253]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.00020000000019138042,0.016900000000148907,0.0315000000000083,0.048600000000107,0.06640000000014368,0.08180000000005805,0.09800000000001319,0.11460000000009529,0.13330000000004816,0.14790000000014913,0.16460000000010666,0.18149999999999977,0.1981000000000961,0.2150000000000034,0.23180000000004952,0.249700000000189,0.2662000000001967,0.2819000000001495,0.2983000000000544,0.3149000000001507,0.3331000000001012,0.34830000000005157,0.3653000000000475,0.38320000000018695,0.3984000000001515,0.4165000000000134,0.4338000000000477,0.4502000000001942,0.4651000000001062,0.4830000000000041,0.49830000000005725,0.5149000000001536,0.5334000000001424,0.5483000000000544,0.5663000000000551,0.5835000000000008,0.5983000000000516,0.6164000000001408,0.6318000000000552,0.6481000000000989,0.6651000000000948,0.6829000000001457,0.6982000000001989,0.7163000000000466,0.7319000000001523,0.7495000000000118,0.7649000000001536,0.7815000000000083,0.8001000000001,0.8149000000001507,0.8315000000000055,0.8495000000000061,0.866500000000002,0.8821000000000936,0.8985000000000127,0.916600000000102]",,9,0,9,0,1,,,,
,,,,,,,,,,,,,,,PAV-0015,2022-11-01_16h31.55.119,GoFitts,2022.1.4,Win32,59.99160118,,,,,"[234.19571222560037,260.100688917088]","[-175.00000000000014,-303.1088913245535]",20,700,4,"[239,239,239,238,238,238,238,238,238,238,238,238,238,238,238,236,216,179,123,54,-14,-72,-80,-93,-96,-98,-105,-117,-128,-138,-142,-144,-144,-144,-144,-145,-150,-159,-167,-172]","[253,253,253,254,254,254,254,254,254,254,254,254,254,254,254,246,219,160,81,-5,-78,-144,-154,-176,-195,-224,-253,-277,-294,-306,-315,-321,-326,-326,-326,-325,-323,-320,-315,-309]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.00020000000019138042,0.016200000000196724,0.03100000000000591,0.04800000000000182,0.06630000000005509,0.08130000000005566,0.09780000000004918,0.11450000000000671,0.13090000000013902,0.14750000000000796,0.16460000000009245,0.18110000000010018,0.1979000000001463,0.21450000000000102,0.23120000000018592,0.24930000000004782,0.26500000000000057,0.2816000000000969,0.299300000000045,0.3162000000001939,0.33140000000014425,0.34930000000005634,0.3650000000000091,0.382600000000096,0.39800000000001035,0.41440000000014265,0.4333000000000453,0.44970000000019184,0.46630000000004657,0.48110000000009734,0.49820000000019604,0.5149000000001394,0.5314000000001471,0.5480000000000018,0.5675000000000097,0.5828000000000486,0.5978000000000492,0.6161000000001025,0.6330000000000098,0.6482000000001875]",,10,0,10,0,1,,,,
,,,,,,,,,,,,,,,PAV-0015,2022-11-01_16h31.55.119,GoFitts,2022.1.4,Win32,59.99160118,,,,,"[-175.00000000000014,-303.1088913245535]","[108.1559480312316,332.8697807033037]",20,700,4,"[-172,-175,-176,-178,-178,-179,-179,-179,-179,-179,-179,-179,-179,-179,-179,-179,-179,-179,-167,-158,-129,-83,-11,32,69,102,126,138,142,143,143,144,145,147,147,147,147,145,142,141,140,140,140,139,139,137,135,133,131,131,131,131,131,131,131,131,131,131,131,131,131,131,129,125,122,120,119,118]","[-309,-304,-299,-297,-295,-294,-294,-294,-294,-294,-294,-294,-294,-294,-294,-294,-294,-292,-271,-261,-224,-165,-62,13,89,162,221,256,272,281,283,287,292,295,301,305,310,314,318,319,320,321,321,321,321,322,325,327,330,330,330,330,330,330,330,330,330,330,330,330,330,330,331,331,332,332,332,332]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.00030000000005259153,0.017400000000151294,0.03290000000014004,0.05090000000014072,0.06620000000019388,0.08420000000019456,0.09960000000009472,0.11720000000019581,0.13290000000014857,0.1495000000000033,0.1663000000000494,0.18280000000005714,0.19950000000000045,0.21610000000009677,0.23270000000019309,0.24950000000001182,0.26610000000009393,0.284600000000097,0.3014000000001431,0.3164000000001437,0.3329000000001514,0.3497000000001975,0.3678000000000594,0.38310000000009836,0.3995000000000033,0.41740000000014277,0.43300000000000693,0.44960000000010325,0.4677000000001925,0.48450000000001125,0.5,0.5165000000000077,0.534600000000097,0.5499000000001502,0.5677000000001868,0.5846000000000942,0.5996000000000947,0.6161000000001025,0.6345000000000027,0.6493000000000535,0.6661000000000996,0.6842000000001889,0.7014000000001488,0.7164000000001494,0.7326000000001045,0.7496000000001004,0.7675000000000125,0.7830000000000013,0.8008000000000521,0.8157000000001915,0.8327000000001874,0.8496000000000947,0.8659999999999997,0.8824000000001462,0.8996000000001061,0.9162000000001882,0.9329000000001457,0.9495000000000005,0.9661000000000968,0.9827000000001931,0.9993000000000478,1.0162000000001967,1.0326000000001017,1.0498000000000474,1.0679000000001508,1.0831000000001012,1.0997000000001975,1.1164000000001408]",,11,0,11,0,1,,,,
,,,,,,,,,,,,,,,PAV-0015,2022-11-01_16h31.55.119,GoFitts,2022.1.4,Win32,59.99160118,,,,,"[108.1559480312316,332.8697807033037]","[-36.58496214367898,-348.08266337889563]",20,700,4,"[118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,116,105,89,68,46,22,-5,-27,-60,-82,-103,-122,-132,-134,-134,-134,-134,-137,-140,-139,-129,-121,-113,-107,-101,-95,-89,-85,-80,-77,-76,-76,-65,-57,-48,-44,-40,-36]","[332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,325,309,282,240,194,147,95,48,1,-57,-90,-120,-146,-169,-192,-213,-233,-250,-264,-278,-288,-299,-309,-316,-321,-324,-328,-330,-332,-334,-334,-334,-334,-334,-334,-334,-335,-337,-340]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0004000000001411763,0.017100000000098703,0.034600000000097,0.04919999999995639,0.0660000000000025,0.08260000000009882,0.09930000000004213,0.11580000000004986,0.13249999999999318,0.1491999999999507,0.16560000000009722,0.1841999999999473,0.19919999999994786,0.21599999999999397,0.2326000000000903,0.24930000000004782,0.26600000000000534,0.28280000000005145,0.3015000000000043,0.31769999999994525,0.3331999999999482,0.3496000000000947,0.36619999999994945,0.38280000000004577,0.3996999999999531,0.4163000000000494,0.4344000000001387,0.44969999999995025,0.466199999999958,0.48419999999995866,0.501499999999993,0.5164000000001323,0.5341999999999558,0.5511999999999517,0.5661000000000911,0.5828000000000486,0.6009999999999991,0.6158000000000499,0.6326999999999572,0.651199999999946,0.6661999999999466,0.6843000000000501,0.699600000000089,0.7173000000000513,0.7331999999999539,0.7496000000000862,0.7663000000000437,0.7831000000000898,0.7994999999999948,0.8161999999999523,0.8328000000000486,0.8506999999999465,0.8676999999999566,0.8829000000001344,0.9008000000000465,0.9163000000000494]",,12,0,12,0,1,,,,
,,,,,,,,,,,,,,,PAV-0015,2022-11-01_16h31.55.119,GoFitts,2022.1.4,Win32,59.99160118,,,,,"[-36.58496214367898,-348.08266337889563]","[-36.584962143678666,348.0826633788957]",20,700,4,"[-36,-34,-31,-29,-25,-25,-24,-24,-27,-35,-42,-45,-48,-49,-49,-49,-49,-49,-47,-47,-46,-46,-43,-40,-33,-29,-24,-20,-16,-16,-29,-44,-55,-65,-71,-73,-75,-76,-76,-78,-78,-78,-78,-78,-77,-76,-69,-63,-59,-57,-55,-54,-54,-53,-53,-50,-50,-50,-50,-50,-48,-46,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45,-43]","[-340,-342,-345,-348,-352,-352,-353,-353,-351,-345,-340,-337,-336,-335,-335,-335,-335,-337,-337,-337,-337,-334,-317,-292,-249,-198,-128,-49,34,115,217,261,287,305,315,319,322,325,326,330,330,332,334,334,335,335,335,336,338,338,339,339,339,339,339,340,340,340,340,340,340,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0005000000000023874,0.017800000000050886,0.03309999999986246,0.04969999999995878,0.06759999999987087,0.08299999999999841,0.10069999999996071,0.11599999999999966,0.13289999999990698,0.15080000000004645,0.16609999999985803,0.1844999999999999,0.19930000000005066,0.21630000000004657,0.2328999999999155,0.24909999999987065,0.26609999999986655,0.28289999999991267,0.30119999999995173,0.31799999999999784,0.334399999999917,0.34939999999991755,0.36599999999999966,0.3830000000000098,0.3995999999998645,0.4161999999999608,0.43269999999995434,0.44930000000005066,0.4660000000000082,0.4826999999999515,0.501099999999866,0.5178000000000509,0.5328000000000515,0.5515000000000043,0.5663999999999163,0.584399999999917,0.5995999999998674,0.6160999999998609,0.6346999999999525,0.6513000000000488,0.6658999999999082,0.6828999999999041,0.7010999999998688,0.716199999999958,0.7328999999999155,0.7506999999999522,0.7663000000000437,0.7826999999999629,0.799500000000009,0.8158999999999139,0.8328999999999098,0.8495999999998674,0.8658999999999111,0.883099999999871,0.8995999999998645,0.9161999999999608,0.9340999999998587,0.9493000000000507,0.9673999999999126,0.9843999999999085,1.0010000000000048,1.0165000000000077,1.0330999999998625,1.0491999999999564,1.0660999999998637,1.0825999999998572,1.0993000000000563,1.1159999999999997,1.1326999999999572,1.1493999999999147,1.1676999999999538,1.1825999999998658,1.199199999999962,1.2158000000000442,1.2345999999998583,1.2508999999999162,1.2660000000000053,1.28259999999986,1.3008000000000521]",,13,0,13,0,1,,,,
