key_resp.keys,key_resp.rt,key_resp_3.keys,key_resp_3.rt,from,to,w,a,sequence_loop.thisN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,key_resp_2.keys,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,trial_loop.ran,受試者ID,date,expName,psychopyVersion,OS,frameRate,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisIndex,sequence_loop.ran
,,,,"[83.64132579485728,92.89310318467427]","[-62.50000000000006,-108.25317547305481]",71.5,250,4,"[107.66668701171875,103.22222900390625,98.77777099609375,94.33331298828125,87.22222900390625,81,78.33331298828125,72.11114501953125,69.4444580078125,67.66668701171875,67.66668701171875,67.66668701171875,67.66668701171875,66.77777099609375,66.77777099609375,66.77777099609375,65.888916015625,64.11114501953125,58.77777099609375,49.888916015625,38.33331298828125,28.55560302734375,20.5555419921875,10.77783203125,5.4444580078125,-1.66668701171875,-7.88885498046875,-15.88885498046875,-20.33319091796875,-23,-24.7777099609375,-25.66668701171875,-25.66668701171875,-26.5555419921875,-28.33331298828125,-30.111083984375,-33.6666259765625,-37.22222900390625,-40.77777099609375,-42.55548095703125,-42.55548095703125,-43.4444580078125,-44.33331298828125,-44.33331298828125,-46.111083984375,-47.88885498046875,-49.66668701171875,-52.33331298828125,-54.111083984375,-54.111083984375,-55,-55,-55,-55.88885498046875,-55.88885498046875]","[113.77777099609375,107.5555419921875,99.5555419921875,90.66665649414062,80.88888549804688,71.11111450195312,63.111114501953125,56,50.666656494140625,48.888885498046875,47.111114501953125,47.111114501953125,47.111114501953125,46.22222900390625,46.22222900390625,46.22222900390625,45.333343505859375,40,29.333343505859375,8.888885498046875,-13.333343505859375,-30.22222900390625,-43.555572509765625,-56.888885498046875,-64.88888549804688,-76.4444580078125,-90.66665649414062,-100.4444580078125,-106.66665649414062,-112,-115.5555419921875,-116.4444580078125,-117.33331298828125,-119.11114501953125,-121.77777099609375,-125.33331298828125,-130.66668701171875,-136,-141.33331298828125,-142.22222900390625,-142.22222900390625,-144,-144.888916015625,-145.77777099609375,-145.77777099609375,-146.66668701171875,-146.66668701171875,-146.66668701171875,-146.66668701171875,-146.66668701171875,-146.66668701171875,-146.66668701171875,-146.66668701171875,-146.66668701171875,-139.5555419921875]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0011999999992582389,0.01590000000037861,0.0325999999996327,0.04930000000074841,0.06800000000000495,0.08319999999925898,0.09900000000000375,0.1158000000007462,0.13300000000000267,0.14930000000074983,0.165699999999255,0.18200000000000216,0.19859999999962952,0.21600000000000108,0.23180000000074585,0.24849999999999994,0.2656999999992564,0.28240000000037213,0.2989999999999995,0.31559999999962685,0.3325000000000031,0.3488000000007503,0.3655000000000044,0.3825000000000003,0.3991999999992544,0.4154000000003748,0.4320999999996289,0.44869999999925625,0.46540000000037196,0.48209999999963316,0.49880000000074887,0.5150999999996273,0.5319000000003768,0.5485999999996309,0.5651999999992583,0.581900000000374,0.5985999999996281,0.615000000000002,0.6319000000003783,0.6489000000003742,0.6646999999992573,0.6815999999996336,0.698400000000376,0.7150999999996301,0.7315999999996308,0.7481999999992581,0.7648000000007471,0.7815999999996279,0.7980999999996286,0.8144000000003757,0.8314000000003716,0.8478000000007455,0.8645999999996334,0.8815000000000026,0.8981999999992567]",,12,0,12,0,1,,2022-09-22_21h53.41.858,GoFitts,2022.1.4,Win32,59.64451867,,,,
,,,,"[-62.50000000000006,-108.25317547305481]","[38.62712429686843,118.88206453689419]",71.5,250,4,"[-55.88885498046875,-55.88885498046875,-55,-50.5555419921875,-47.88885498046875,-45.22222900390625,-43.4444580078125,-39.88885498046875,-37.22222900390625,-32.77777099609375,-29.22216796875,-27.4444580078125,-23.88885498046875,-16.77777099609375,-6.99993896484375,7.22222900390625,19.66680908203125,32.11114501953125,43.66668701171875]","[-139.5555419921875,-128,-117.33331298828125,-105.77777099609375,-99.55557250976562,-95.11111450195312,-91.55557250976562,-87.11111450195312,-80.88888549804688,-72,-66.66665649414062,-61.333343505859375,-52.4444580078125,-35.555572509765625,-13.333343505859375,16,41.77777099609375,65.77774047851562,87.99996948242188]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0010000000000047748,0.016099999999632075,0.03220000000111867,0.048900000000372756,0.06550000000000011,0.08220000000112293,0.09870000000112356,0.11550000000000438,0.13209999999963173,0.14890000000037418,0.16530000000074807,0.1842000000011197,0.19900000000000517,0.21559999999963253,0.23230000000074824,0.24849999999999994,0.2654000000003762,0.2823000000007454,0.29890000000037276]",,13,0,13,0,1,,2022-09-22_21h53.41.858,GoFitts,2022.1.4,Win32,59.64451867,,,,
,,,,"[38.62712429686843,118.88206453689419]","[-13.066057908456779,-124.31523692103416]",71.5,250,4,"[43.66668701171875,49,51.66668701171875,55.2222900390625,56.11114501953125,57.888916015625,57.888916015625,57.888916015625,57.888916015625,59.66680908203125,59.66680908203125,60.5555419921875,61.4444580078125,61.4444580078125,61.4444580078125,61.4444580078125,61.4444580078125,61.4444580078125,61.4444580078125,61.4444580078125,61.4444580078125,61.4444580078125,61.4444580078125,61.4444580078125,59.66680908203125,54.33331298828125,46.3333740234375,41,32.11114501953125,29.4444580078125,26.77777099609375,22.33331298828125,19.66680908203125,17,14.33331298828125,13.4444580078125,11.66668701171875,9.888916015625]","[87.99996948242188,96.88885498046875,106.66665649414062,113.77777099609375,119.11111450195312,121.77777099609375,122.66665649414062,123.5555419921875,123.5555419921875,128.88888549804688,130.66665649414062,134.22222900390625,135.11111450195312,136,136.88888549804688,136.88888549804688,136.88888549804688,136.88888549804688,136.88888549804688,136.88888549804688,136.88888549804688,136.88888549804688,136,136,128,105.77774047851562,77.33334350585938,55.111114501953125,23.111114501953125,7.999969482421875,-2.666656494140625,-32.000030517578125,-49.777801513671875,-65.77777099609375,-78.22222900390625,-88,-96.88888549804688,-103.11111450195312]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0009999999999976694,0.01609999999962497,0.03240000000037213,0.04909999999962622,0.06559999999962685,0.08220000000111582,0.09880000000074318,0.11559999999963111,0.13190000000037116,0.14890000000037418,0.16600000000000392,0.18259999999963128,0.1988000000007446,0.21530000000074523,0.23230000000074824,0.24830000000074648,0.26490000000037384,0.2815999999996279,0.29830000000074364,0.31480000000074426,0.33149999999999835,0.3480999999996257,0.3650999999996287,0.3815000000000026,0.3984999999999985,0.4150999999996259,0.432300000000744,0.4490999999996248,0.4652000000011185,0.48180000000074585,0.49870000000111503,0.5150000000000006,0.5317000000011163,0.5483000000007436,0.5649999999999977,0.5814999999999984,0.5983000000007479,0.6148000000007485]",,14,0,14,0,1,,2022-09-22_21h53.41.858,GoFitts,2022.1.4,Win32,59.64451867,,,,
,,,,,,,,4,,,,,,,,,,,,,,2022-09-22_21h53.41.858,GoFitts,2022.1.4,Win32,59.64451867,4,0,0,1
,,return,0.8518,"[-8.77777099609375,145.77777099609375]","[-192.14153616405,139.5989974194624]",40.5,475,5,"[-8.77777099609375,-8.77777099609375,-8.77777099609375,-8.77777099609375,-8.77777099609375,-8.77777099609375,-8.77777099609375,-8.77777099609375,-8.77777099609375,-8.77777099609375,-8.77777099609375,-8.77777099609375,-8.77777099609375,-8.77777099609375,-8.77777099609375,-8.77777099609375,-8.77777099609375,-8.77777099609375,-8.77777099609375,-8.77777099609375,-8.77777099609375,-8.77777099609375,-8.77777099609375,-8.77777099609375,-8.77777099609375,-8.77777099609375,-8.77777099609375,-8.77777099609375,-8.77777099609375,-8.77777099609375,-8.77777099609375,-8.77777099609375,-8.77777099609375,-8.77777099609375,-8.77777099609375,-8.77777099609375,-11.44439697265625,-21.22222900390625,-46.99993896484375,-76.33331298828125,-108.33331298828125,-135,-167,-199,-221.22222900390625,-231.88888549804688,-237.22222900390625,-239,-239,-239,-239,-239,-239,-239,-239,-239,-239,-239,-239,-239,-237.22222900390625,-230.11111450195312,-223,-215.88888549804688,-215,-215,-214.11111450195312,-214.11111450195312,-214.11111450195312,-214.11111450195312,-214.11111450195312,-214.11111450195312,-214.11111450195312,-214.11111450195312,-212.33334350585938,-210.5555419921875,-208.77777099609375]","[145.77777099609375,145.77777099609375,145.77777099609375,145.77777099609375,145.77777099609375,145.77777099609375,145.77777099609375,145.77777099609375,145.77777099609375,145.77777099609375,145.77777099609375,145.77777099609375,145.77777099609375,145.77777099609375,145.77777099609375,145.77777099609375,145.77777099609375,145.77777099609375,145.77777099609375,145.77777099609375,145.77777099609375,145.77777099609375,145.77777099609375,145.77777099609375,145.77777099609375,145.77777099609375,145.77777099609375,145.77777099609375,145.77777099609375,145.77777099609375,145.77777099609375,145.77777099609375,145.77777099609375,145.77777099609375,145.77777099609375,145.77777099609375,146.6666717529297,146.6666717529297,157.3333282470703,163.55555725097656,167.11111450195312,167.11111450195312,167.11111450195312,164.44444274902344,160,156.44444274902344,154.6666717529297,152.88888549804688,152,151.11111450195312,151.11111450195312,151.11111450195312,151.11111450195312,151.11111450195312,151.11111450195312,151.11111450195312,151.11111450195312,151.11111450195312,151.11111450195312,151.11111450195312,151.11111450195312,151.11111450195312,152.88888549804688,152.88888549804688,152.88888549804688,152.88888549804688,152.88888549804688,152.88888549804688,152.88888549804688,152.88888549804688,152.88888549804688,152.88888549804688,152.88888549804688,152,151.11111450195312,150.2222137451172,148.44444274902344]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0009999999999976694,0.015000000000000568,0.031599999999627926,0.048299999998882015,0.06479999999888264,0.08149999999999835,0.09809999999962571,0.1147999999988798,0.13140000000036878,0.14809999999962997,0.16479999999888406,0.18140000000037304,0.1980000000000004,0.21459999999962776,0.23129999999888184,0.24790000000037082,0.2645999999996249,0.281299999998879,0.2979000000003751,0.3144000000003686,0.33119999999925653,0.34790000000037224,0.3644999999999996,0.3817999999988828,0.39779999999888105,0.41449999999999676,0.4309999999999974,0.44759999999962474,0.4641999999992521,0.48100000000000165,0.497599999999629,0.5141999999992564,0.5309000000003721,0.5474999999999994,0.5640999999996268,0.5807999999988809,0.5980999999996257,0.6144999999999996,0.6311999999992537,0.647799999998881,0.6644999999999968,0.6812999999988847,0.6977999999988782,0.7144000000003743,0.7310999999996284,0.7480999999996243,0.7644999999999982,0.7809999999999988,0.7976999999992529,0.8145999999996292,0.830400000000374,0.847099999999628,0.8637999999988821,0.8804999999999978,0.8969999999999985,0.9137999999988793,0.9302999999988799,0.9469000000003689,0.9635999999996301,0.9802999999988842,0.9977999999988825,1.014299999998883,1.0304999999999964,1.0471999999992576,1.064,1.080099999999625,1.097099999999628,1.1134000000003752,1.1300999999996293,1.1466999999992566,1.163299999998884,1.1799999999999997,1.1966999999992538,1.2136999999992568,1.2304000000003725,1.2469000000003732,1.2635999999996272]",,0,0,0,0,1,,2022-09-22_21h53.41.858,GoFitts,2022.1.4,Win32,59.64451867,,,,
,,,,"[-192.14153616405,139.5989974194624]","[216.96704619011774,-96.59995273050254]",40.5,475,5,"[-208.77777099609375,-205.22222900390625,-199.88888549804688,-195.4444580078125,-191,-186.5555419921875,-180.33331298828125,-165.22222900390625,-154.5555419921875,-143,-131.44439697265625,-125.22222900390625,-119,-112.77777099609375,-97.66668701171875,-73.6666259765625,-30.111083984375,26.77777099609375,87.22222900390625,138.77777099609375,170.77783203125,187.66668701171875,198.33331298828125,201,201.888916015625,201.888916015625,201.888916015625,201.888916015625,201.888916015625,202.77777099609375,202.77777099609375,202.77777099609375,202.77777099609375,202.77777099609375,202.77777099609375,202.77777099609375,203.66668701171875,206.33331298828125,209.888916015625,215.22222900390625]","[148.44444274902344,147.55555725097656,145.77777099609375,144,141.33334350585938,140.44442749023438,139.5555419921875,136,131.5555419921875,125.33334350585938,120.88888549804688,118.22222900390625,114.66659545898438,111.11111450195312,104,91.5555419921875,65.77774047851562,32,-1.77777099609375,-30.22222900390625,-48,-58.666656494140625,-66.66665649414062,-70.22222900390625,-71.11111450195312,-71.11111450195312,-71.11111450195312,-71.11111450195312,-71.11111450195312,-71.11111450195312,-71.11111450195312,-71.11111450195312,-71.11111450195312,-71.11111450195312,-71.11111450195312,-71.11111450195312,-71.11111450195312,-72,-74.66665649414062,-81.77777099609375]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0014000000003733248,0.015999999999998238,0.032599999999625595,0.04940000000036804,0.0659999999999954,0.08440000000037173,0.10109999999962582,0.11920000000111486,0.13250000000000028,0.14930000000074273,0.16570000000111662,0.18230000000074398,0.1990999999996248,0.2158000000007405,0.2324999999999946,0.24920000000111742,0.26599999999999824,0.2823000000007454,0.29949999999999477,0.31590000000036866,0.3324000000003693,0.34920000000111884,0.36599999999999966,0.382200000001113,0.39890000000036707,0.4150999999996259,0.4318000000007416,0.44840000000036895,0.46509999999962304,0.4819999999999993,0.4984000000003732,0.5150000000000006,0.5317000000011163,0.5482000000011169,0.5648000000007443,0.5814999999999984,0.5985999999996281,0.615599999999624,0.632200000001113,0.6484000000003718]",,1,0,1,0,1,,2022-09-22_21h53.41.858,GoFitts,2022.1.4,Win32,59.64451867,,,,
,,,,"[216.96704619011774,-96.59995273050254]","[-232.31005517427886,49.379026569217835]",40.5,475,5,"[215.22222900390625,221.4444580078125,222.33331298828125,224.11114501953125,225,225,225,225,225,225,225,225,225,225,225,224.11114501953125,218.77777099609375,203.66668701171875,167.22222900390625,109.4444580078125,37.44451904296875,-47.88885498046875,-119.88885498046875,-193.66668701171875,-219.44442749023438,-230.11111450195312,-233.66665649414062,-234.5555419921875,-237.22222900390625,-239,-240.77777099609375,-244.33334350585938,-247,-248.77777099609375,-250.5555419921875,-252.33334350585938,-253.22222900390625,-254.11111450195312,-255,-255,-255,-255,-254.11111450195312,-253.22222900390625,-252.33334350585938]","[-81.77777099609375,-88,-90.66665649414062,-94.22222900390625,-96,-96.88888549804688,-96.88888549804688,-96.88888549804688,-96.88888549804688,-96.88888549804688,-96.88888549804688,-96.88888549804688,-96.88888549804688,-96.88888549804688,-96.88888549804688,-96.88888549804688,-96.88888549804688,-97.77777099609375,-96,-86.22222900390625,-68.4444580078125,-44.4444580078125,-26.666656494140625,-16,-8.888885498046875,-5.333404541015625,-4.4444580078125,-3.555572509765625,-1.77777099609375,0,2.666656494140625,6.22222900390625,7.999969482421875,9.77777099609375,13.333343505859375,15.111114501953125,16.88885498046875,19.5555419921875,25.777740478515625,29.333343505859375,33.77777099609375,37.333343505859375,41.77777099609375,43.555511474609375,47.111114501953125]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0007000000011174734,0.015999999999998238,0.03270000000111395,0.049300000000741306,0.0659999999999954,0.08260000000148437,0.09890000000036991,0.11560000000148563,0.13210000000148625,0.14890000000036707,0.1654000000003677,0.18210000000149051,0.19870000000111787,0.21540000000037196,0.23210000000148767,0.24899999999999523,0.2658000000007448,0.28240000000037213,0.29910000000148784,0.31560000000148847,0.33280000000074494,0.34949999999999903,0.36549999999999727,0.3823000000007397,0.3990000000000009,0.41549999999999443,0.4321000000014905,0.4488000000007446,0.46560000000148705,0.4819999999999993,0.49880000000074176,0.5154000000003691,0.5319999999999965,0.5487000000011122,0.5654000000003734,0.5822000000011158,0.5989999999999966,0.6151000000014903,0.6321000000014863,0.6487000000011136,0.6652000000011142,0.6819000000003683,0.6986000000014911,0.7151000000014847,0.7318000000007459]",,2,0,2,0,1,,2022-09-22_21h53.41.858,GoFitts,2022.1.4,Win32,59.64451867,,,,
,,,,"[-232.31005517427886,49.379026569217835]","[237.5,0]",40.5,475,5,"[-252.33334350585938,-251.44442749023438,-250.5555419921875,-248.77777099609375,-247.88888549804688,-247,-247,-247,-247,-247,-247,-247,-247,-245.22222900390625,-239.88888549804688,-224.77777099609375,-180.33331298828125,-130.5555419921875,-63.88885498046875,33.00006103515625,108.55560302734375,156.5555419921875,191.22222900390625,205.4444580078125,209.888916015625,214.33331298828125,214.33331298828125,214.33331298828125,216.11114501953125,217.888916015625,220.5555419921875,221.4444580078125,222.33331298828125,222.33331298828125,225,227.66668701171875,230.33331298828125,233.888916015625,235.66668701171875,237.4444580078125,241.888916015625]","[47.111114501953125,47.999969482421875,50.666656494140625,52.444427490234375,54.22222900390625,55.111114501953125,55.111114501953125,55.111114501953125,55.111114501953125,55.111114501953125,55.111114501953125,55.111114501953125,55.111114501953125,55.111114501953125,55.111114501953125,53.333343505859375,49.77777099609375,49.77777099609375,49.77777099609375,47.999969482421875,43.555511474609375,43.555511474609375,39.111083984375,37.333343505859375,35.5555419921875,34.666595458984375,33.77777099609375,33.77777099609375,33.77777099609375,32.888885498046875,31.111114501953125,31.111114501953125,31.111114501953125,31.111114501953125,29.333343505859375,29.333343505859375,27.5555419921875,25.777740478515625,23.111114501953125,20.444427490234375,13.333343505859375]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0011999999992582389,0.01609999999962497,0.03290000000037452,0.049400000000375144,0.0660000000000025,0.08290000000037168,0.09900000000000375,0.11559999999963111,0.1322999999988852,0.14890000000037418,0.16559999999962827,0.18219999999925562,0.19879999999888298,0.21640000000037674,0.23290000000037026,0.2491999999992558,0.2656999999992564,0.2825999999996256,0.29919999999925295,0.3157999999988803,0.3325000000000031,0.3491999999992572,0.36569999999925784,0.38240000000037355,0.39909999999962764,0.41559999999962827,0.43229999999888236,0.4485999999996295,0.4660999999996278,0.4822999999988866,0.49879999999888014,0.5157999999988832,0.5320000000000036,0.5484000000003704,0.5655999999996268,0.5825999999996299,0.5989000000003699,0.6154000000003705,0.6324000000003736,0.6491999999992544,0.6651999999992526]",,3,0,3,0,1,,2022-09-22_21h53.41.858,GoFitts,2022.1.4,Win32,59.64451867,,,,
,,,,"[237.5,0]","[-232.31005517427886,-49.37902656921778]",40.5,475,5,"[241.888916015625,244.5555419921875,245.4444580078125,246.33331298828125,246.33331298828125,246.33331298828125,246.33331298828125,246.33331298828125,246.33331298828125,246.33331298828125,246.33331298828125,246.33331298828125,246.33331298828125,246.33331298828125,246.33331298828125,241.888916015625,203.66668701171875,158.33331298828125,89,-5.22222900390625,-86.99993896484375,-143.88885498046875,-180.33331298828125,-201.66665649414062,-211.44442749023438,-216.77777099609375,-219.44442749023438]","[13.333343505859375,7.111114501953125,4.444427490234375,2.666656494140625,2.666656494140625,2.666656494140625,2.666656494140625,2.666656494140625,2.666656494140625,2.666656494140625,2.666656494140625,2.666656494140625,2.666656494140625,2.666656494140625,2.666656494140625,1.77777099609375,-2.666656494140625,-8,-8,-12.4444580078125,-12.4444580078125,-18.66668701171875,-23.11114501953125,-27.555572509765625,-31.111114501953125,-32.000030517578125,-33.77777099609375]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0012000000011198608,0.01620000000112043,0.03300000000000125,0.049500000000001876,0.0657000000011223,0.0824000000003764,0.09900000000000375,0.11550000000000438,0.1322000000011201,0.14890000000037418,0.1656000000014899,0.18220000000111725,0.19890000000037134,0.2154999999999987,0.2325000000000017,0.24930000000074415,0.2659000000003715,0.28270000000112105,0.29910000000149495,0.31580000000074904,0.3324000000003764,0.3491000000014921,0.36570000000111946,0.38240000000037355,0.39910000000148926,0.4156000000014899,0.43280000000074637]",,4,0,4,0,1,,2022-09-22_21h53.41.858,GoFitts,2022.1.4,Win32,59.64451867,,,,
,,,,"[-232.31005517427886,-49.37902656921778]","[216.9670461901177,96.59995273050254]",40.5,475,5,"[-219.44442749023438,-222.11111450195312,-229.22222900390625,-233.66665649414062,-244.33334350585938,-263,-284.3333435058594,-291.4444274902344,-291.4444274902344,-291.4444274902344,-291.4444274902344,-291.4444274902344,-291.4444274902344,-291.4444274902344,-291.4444274902344,-291.4444274902344,-291.4444274902344,-291.4444274902344,-291.4444274902344,-286.1111145019531,-270.111083984375,-220.33334350585938,-157.22222900390625,-83.4444580078125,-7.88885498046875,58.77777099609375,112.11114501953125,148.55560302734375,171.66668701171875,182.33331298828125,185,185,185.888916015625,185.888916015625,186.77777099609375,186.77777099609375,186.77777099609375,188.55560302734375,190.33331298828125,193.00006103515625,197.44451904296875,204.5555419921875]","[-33.77777099609375,-35.555572509765625,-40,-41.77777099609375,-48,-56.888885498046875,-67.55557250976562,-71.11111450195312,-71.11111450195312,-71.11111450195312,-71.11111450195312,-71.11111450195312,-71.11111450195312,-71.11111450195312,-71.11111450195312,-71.11111450195312,-71.11111450195312,-71.11111450195312,-71.11111450195312,-68.4444580078125,-59.555572509765625,-37.333343505859375,-4.4444580078125,30.222198486328125,56.88885498046875,79.111083984375,92.44442749023438,96.88885498046875,99.5555419921875,100.44442749023438,101.33331298828125,101.33331298828125,101.33331298828125,101.33331298828125,101.33331298828125,101.33331298828125,101.33331298828125,102.22222900390625,102.22222900390625,102.22222900390625,102.22222900390625,102.22222900390625]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0005999999996291194,0.015400000000376224,0.03180000000075012,0.048900000000372756,0.06530000000074665,0.08169999999925892,0.09840000000037463,0.11500000000000199,0.1311999999992608,0.1479000000003765,0.16450000000000387,0.18109999999963122,0.19780000000074693,0.2144000000003743,0.23109999999962838,0.247599999999629,0.26440000000037145,0.2810000000000059,0.29769999999926,0.31500000000000483,0.33119999999925653,0.347999999999999,0.36459999999963344,0.38130000000074915,0.39800000000000324,0.41469999999925733,0.4310999999996312,0.44780000000074693,0.464500000000001,0.4810999999996284,0.49790000000037793,0.5140000000000029,0.5309000000003721,0.547300000000746,0.5644000000003757,0.5805999999996274,0.5973000000007502,0.6145999999996334,0.6314000000003759,0.6475999999996276,0.6640999999996282,0.6806999999992556]",,5,0,5,0,1,,2022-09-22_21h53.41.858,GoFitts,2022.1.4,Win32,59.64451867,,,,
