指定代號,date,expName,psychopyVersion,OS,frameRate,retry_testing.thisRepN,retry_testing.thisTrialN,retry_testing.thisN,retry_testing.thisIndex,retry_testing.ran,from,to,w,a,id,sequence_loop.thisN,enter_time,leave_time,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,trial_loop.ran,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisIndex,sequence_loop.ran
Z777777777-1,2025-04-15_16h12.00.469,GoFitts,2023.2.3,Win32,147.0588235,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z777777777-1,2025-04-15_16h12.00.469,GoFitts,2023.2.3,Win32,147.0588235,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
Z777777777-1,2025-04-15_16h12.00.469,GoFitts,2023.2.3,Win32,147.0588235,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z777777777-1,2025-04-15_16h12.00.469,GoFitts,2023.2.3,Win32,147.0588235,,,,,,"[2.9410400390625,80.1177978515625]","[-180.1279212374385,311.9907114450086]",37,720.5116849,5.32,0,0.6488,0.3825,"[2.9410400390625,-2.3531494140625,-2.3531494140625,-2.3531494140625,-2.3531494140625,-2.3531494140625,-2.3531494140625,-2.3531494140625,-2.3531494140625,-2.3531494140625,-2.3531494140625,-2.3531494140625,-2.3531494140625,-2.3531494140625,-2.3531494140625,-7.6474609375,-21.7650146484375,-42.94140625,-99.411865234375,-141.76483154296875,-168.23541259765625,-177.0589599609375,-182.3531494140625,-182.3531494140625,-182.3531494140625,-182.3531494140625,-182.3531494140625,-182.3531494140625,-182.3531494140625,-182.3531494140625,-182.3531494140625,-182.3531494140625,-182.3531494140625,-182.3531494140625,-182.3531494140625,-182.3531494140625,-182.3531494140625,-178.82366943359375,-178.82366943359375,-178.82366943359375,-178.82366943359375,-178.82366943359375,-178.82366943359375,-178.82366943359375,-178.82366943359375,-178.82366943359375,-178.82366943359375,-178.82366943359375,-178.82366943359375,-178.82366943359375,-178.82366943359375,-178.82366943359375,-178.82366943359375,-178.82366943359375,-178.82366943359375,-178.82366943359375,-178.82366943359375,-178.82366943359375,-178.82366943359375,-178.82366943359375,-178.82366943359375,-178.82366943359375,-178.82366943359375,-178.82366943359375,-178.82366943359375,-178.82366943359375,-178.82366943359375,-178.82366943359375,-178.82366943359375,-178.82366943359375,-178.82366943359375,-178.82366943359375,-178.82366943359375,-171.76483154296875,-166.470703125,-157.64727783203125,-131.17657470703125,-106.470703125,-72.94140625,-50.000244140625,-42.94140625,-28.82373046875,-28.82373046875]","[80.1177978515625,80.1177978515625,80.1177978515625,80.1177978515625,80.1177978515625,80.1177978515625,80.1177978515625,80.1177978515625,80.1177978515625,80.1177978515625,80.1177978515625,80.1177978515625,80.1177978515625,80.1177978515625,80.1177978515625,80.1177978515625,80.1177978515625,80.1177978515625,140.11770629882812,205.41180419921875,268.94122314453125,297.176513671875,351.88238525390625,351.88238525390625,351.88238525390625,351.88238525390625,351.88238525390625,351.88238525390625,351.88238525390625,351.88238525390625,351.88238525390625,351.88238525390625,351.88238525390625,351.88238525390625,351.88238525390625,351.88238525390625,346.5882568359375,332.47064208984375,327.176513671875,327.176513671875,327.176513671875,327.176513671875,327.176513671875,327.176513671875,327.176513671875,327.176513671875,327.176513671875,327.176513671875,327.176513671875,327.176513671875,327.176513671875,327.176513671875,327.176513671875,327.176513671875,327.176513671875,327.176513671875,327.176513671875,327.176513671875,327.176513671875,327.176513671875,327.176513671875,327.176513671875,327.176513671875,327.176513671875,327.176513671875,327.176513671875,327.176513671875,327.176513671875,327.176513671875,327.176513671875,327.176513671875,327.176513671875,327.176513671875,320.11767578125,320.11767578125,311.2941589355469,284.8236389160156,260.11773681640625,212.47064208984375,152.47064208984375,124.2353515625,55.411865234375,-75.17633056640625]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.00009999996423459834,0.03159999996423579,0.03450000000000131,0.04780000001191809,0.06469999998807907,0.08169999998807498,0.0981999999880756,0.11669999998807867,0.13299999999999557,0.1501999999880752,0.16680000001191786,0.1816999999880764,0.19830000001191905,0.21519999998808004,0.23159999996423863,0.24819999998807418,0.26489999997615854,0.28139999997615917,0.31469999998807907,0.33149999999999835,0.34859999996423596,0.35430000001191786,0.3825000000000003,0.3983000000119219,0.4024999999999963,0.41619999998808055,0.4335999999642368,0.4503999999761561,0.46699999999999875,0.483599999964234,0.499300000011921,0.5159999999999982,0.5336999999880803,0.5496999999880785,0.5671999999880768,0.5839999999999961,0.600199999988078,0.6153999999761552,0.6488999999761589,0.6666999999880758,0.671999999999997,0.6830999999642344,0.7008000000119168,0.7153000000119221,0.732300000011918,0.7488999999761532,0.7658000000119216,0.7823000000119222,0.7988999999761575,0.8156999999880767,0.8328000000119218,0.8489999999999966,0.8676999999880763,0.8845999999642373,0.9003999999761589,0.9164999999999992,0.9333000000119185,0.9496999999880771,0.9664999999999964,0.982199999988076,0.9994999999999976,1.0323999999761568,1.0353000000119224,1.0505999999642341,1.0678000000119212,1.084599999964233,1.1011999999880757,1.117899999976153,1.1345999999642373,1.1513999999761566,1.1671999999880782,1.1828999999761578,1.1995000000000005,1.2158000000119173,1.2326999999880783,1.249899999976158,1.2826999999880755,1.2993000000119181,1.3158000000119188,1.3328999999761564,1.336500000000001,1.3496999999880757,1.3829999999999956]",0,0,0,0,1,,,,
Z777777777-1,2025-04-15_16h12.00.469,GoFitts,2023.2.3,Win32,147.0588235,,,,,,"[-180.1279212374385,311.9907114450086]","[241.05821031953596,-267.7222651832042]",37,720.5116849,5.32,0,0.7174,1.4353,"[-28.82373046875,-28.82373046875,-28.82373046875,-28.82373046875,-23.529541015625,-23.529541015625,-23.529541015625,-23.529541015625,-23.529541015625,-18.235595703125,-0.58837890625,4.7056884765625,4.7056884765625,4.7056884765625,22.3525390625,121.1761474609375,161.7642822265625,174.117431640625,174.117431640625,177.646728515625,182.9410400390625,182.9410400390625,189.999755859375,189.999755859375,193.529296875,197.05859375,205.8822021484375,205.8822021484375,209.4114990234375,218.2349853515625,221.7642822265625,223.529296875,227.05859375,227.05859375,227.05859375,227.05859375,227.05859375,227.05859375,227.05859375,227.05859375,227.05859375,227.05859375,227.05859375,227.05859375,228.8233642578125,230.5880126953125,230.5880126953125,230.5880126953125,230.5880126953125,230.5880126953125,230.5880126953125,230.5880126953125,230.5880126953125,230.5880126953125,230.5880126953125,230.5880126953125,230.5880126953125,230.5880126953125,230.5880126953125,230.5880126953125,230.5880126953125,230.5880126953125,230.5880126953125,230.5880126953125,230.5880126953125,230.5880126953125,230.5880126953125,230.5880126953125,230.5880126953125,230.5880126953125,230.5880126953125,230.5880126953125,230.5880126953125,230.5880126953125,230.5880126953125,230.5880126953125,230.5880126953125,230.5880126953125,230.5880126953125,230.5880126953125,230.5880126953125,230.5880126953125,230.5880126953125,230.5880126953125,230.5880126953125,230.5880126953125,230.5880126953125,218.2349853515625]","[-75.17633056640625,-122.8233642578125,-161.64691162109375,-175.7645263671875,-191.64691162109375,-191.64691162109375,-191.64691162109375,-196.9410400390625,-200.47039794921875,-211.0587158203125,-226.9410400390625,-228.7056884765625,-228.7056884765625,-228.7056884765625,-230.47039794921875,-219.8822021484375,-209.29388427734375,-203.999755859375,-203.999755859375,-203.999755859375,-203.999755859375,-203.999755859375,-205.7645263671875,-205.7645263671875,-212.82342529296875,-218.1175537109375,-232.23504638671875,-232.23504638671875,-241.0587158203125,-246.352783203125,-248.1175537109375,-249.8822021484375,-249.8822021484375,-249.8822021484375,-249.8822021484375,-249.8822021484375,-249.8822021484375,-249.8822021484375,-249.8822021484375,-249.8822021484375,-249.8822021484375,-249.8822021484375,-249.8822021484375,-249.8822021484375,-260.47039794921875,-276.35272216796875,-276.35272216796875,-276.35272216796875,-276.35272216796875,-276.35272216796875,-276.35272216796875,-276.35272216796875,-276.35272216796875,-276.35272216796875,-276.35272216796875,-276.35272216796875,-276.35272216796875,-276.35272216796875,-276.35272216796875,-276.35272216796875,-276.35272216796875,-276.35272216796875,-276.35272216796875,-276.35272216796875,-276.35272216796875,-276.35272216796875,-276.35272216796875,-276.35272216796875,-276.35272216796875,-276.35272216796875,-276.35272216796875,-276.35272216796875,-276.35272216796875,-276.35272216796875,-276.35272216796875,-276.35272216796875,-276.35272216796875,-276.35272216796875,-276.35272216796875,-276.35272216796875,-276.35272216796875,-276.35272216796875,-276.35272216796875,-276.35272216796875,-276.35272216796875,-276.35272216796875,-276.35272216796875,-269.29388427734375]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.01619999998808197,0.03259999996424057,0.049500000000001876,0.06649999999999778,0.07009999996423488,0.08269999998807975,0.09959999996424074,0.11849999999999739,0.13289999997616064,0.1664999999999992,0.18259999996423915,0.18549999999999756,0.19959999996423505,0.21659999996423807,0.24980000001192337,0.26669999998807725,0.28300000000000125,0.28959999996423846,0.29980000001192053,0.3328000000119218,0.33809999996423556,0.34969999998808277,0.36880000001192315,0.38469999998807936,0.39989999997615655,0.43319999998807646,0.43619999998807657,0.4503999999761561,0.4831999999880807,0.48639999997615746,0.515500000000003,0.5339999999999989,0.5503000000119229,0.5536999999880763,0.5838000000119195,0.5880999999642356,0.5995999999642407,0.6165999999642366,0.633499999999998,0.6515999999642403,0.6850999999642369,0.6910999999642371,0.7000000000000028,0.7173999999761591,0.7505000000000024,0.7683000000119193,0.7743000000119196,0.78480000001192,0.8004999999999995,0.8173999999761605,0.8340999999642378,0.8506999999880804,0.8668999999761553,0.8840999999642349,0.9008999999761613,0.9193000000119227,0.9360999999642345,0.9525999999642352,0.9693999999761616,0.9853999999761598,1.0026999999880815,1.0180999999642353,1.0343999999761593,1.0528000000119206,1.0693999999761559,1.0863000000119243,1.1028000000119178,1.1189999999999998,1.1348000000119214,1.1514999999999986,1.168300000011918,1.1843999999761579,1.2026999999880772,1.2196999999880802,1.2363999999761575,1.2678999999761587,1.2728000000119195,1.2851999999880803,1.3028999999761552,1.3191999999880792,1.3366999999880775,1.3520999999642385,1.36789999997616,1.3850999999642397,1.4013999999761566,1.4188000000119203,1.435300000011921]",1,0,1,0,1,,,,
Z777777777-1,2025-04-15_16h12.00.469,GoFitts,2023.2.3,Win32,147.0588235,,,,,,"[241.05821031953596,-267.7222651832042]","[-291.4530988850396,211.75307125893318]",37,720.5116849,5.32,0,0.7673,,"[218.2349853515625,151.1761474609375,85.8822021484375,-4.1177978515625,-187.64727783203125,-187.64727783203125,-256.4708251953125,-337.64715576171875,-339.4119873046875,-339.4119873046875,-339.4119873046875,-339.4119873046875,-341.17657470703125,-341.17657470703125,-341.17657470703125,-341.17657470703125,-341.17657470703125,-341.17657470703125,-341.17657470703125,-341.17657470703125,-341.17657470703125,-341.17657470703125,-341.17657470703125,-341.17657470703125,-339.4119873046875,-334.1177978515625,-334.1177978515625,-334.1177978515625,-328.8236083984375,-320.00018310546875,-320.00018310546875,-311.17657470703125,-290.000244140625,-290.000244140625,-284.70611572265625,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125]","[-269.29388427734375,-221.64691162109375,-179.29388427734375,-129.8822021484375,-32.8233642578125,-32.8233642578125,-2.8233642578125,44.82373046875,46.58831787109375,46.58831787109375,46.58831787109375,46.58831787109375,48.35308837890625,67.7647705078125,83.64715576171875,117.17657470703125,124.2353515625,154.2353515625,163.05892944335938,163.05892944335938,163.05892944335938,163.05892944335938,163.05892944335938,163.05892944335938,164.82363891601562,164.82363891601562,164.82363891601562,164.82363891601562,170.11770629882812,170.11770629882812,170.11770629882812,170.11770629882812,177.17657470703125,177.17657470703125,186.0001220703125,189.52951049804688,189.52951049804688,189.52951049804688,189.52951049804688,189.52951049804688,193.05889892578125,193.05889892578125,196.58828735351562,196.58828735351562,196.58828735351562,196.58828735351562,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.03209999996423818,0.049199999988076115,0.0659999999999954,0.08219999998807737,0.08599999999999852,0.09899999999999665,0.13219999998807452,0.13869999998807714,0.16719999998807822,0.17379999995231543,0.18309999996423443,0.1991999999880747,0.21589999997615905,0.2324999999999946,0.2639999999999958,0.27069999998807504,0.29879999995231543,0.3155999999642347,0.3342999999523144,0.34039999997615666,0.3504999999999967,0.36609999996423426,0.38469999998807936,0.402000000000001,0.41739999997615485,0.43429999995231583,0.44999999999999574,0.4666999999880801,0.5,0.5038999999761558,0.5163999999761586,0.5494999999999948,0.5551999999880763,0.5665999999642324,0.5998999999761594,0.617999999999995,0.6242999999523136,0.6342999999523116,0.651799999952317,0.6671999999880782,0.6831999999880765,0.6999999999999957,0.732899999976155,0.7388999999761552,0.7515000000000001,0.7673999999761563,0.8000999999642318,0.8052999999523109,0.8168999999761581,0.8336999999880774,0.8503999999761547,0.8667999999523133,0.8837999999523163,0.9002999999523169,0.9170999999642362,0.9333999999761531,0.9522999999523165,0.9688999999761592,0.9848999999761574,1.0001999999880766,1.0177999999523166,1.0341999999880755,1.0504999999999995,1.0674999999999955,1.0836999999880774,1.1003999999761547,1.1172999999523157,1.1338999999761583,1.151099999964238,1.1687999999523129,1.1850999999642369,1.2017999999523141,1.2182999999523147,1.235099999964234,1.250599999964237,1.266999999999996,1.2842999999523173,1.3170999999642348,1.3335999999642354,1.3397999999523122,1.3506999999880804,1.367199999988074,1.384199999988077,1.4006999999880776,1.4182999999523176,1.4354999999999976,1.451099999964235,1.4679999999999964,1.4862999999523154]",2,0,2,0,1,,,,
Z777777777-1,2025-04-15_16h12.00.469,GoFitts,2023.2.3,Win32,147.0588235,,,,,,"[-291.4530988850396,211.75307125893318]","[329.1100884821324,-146.5292520166758]",37,720.5116849,5.32,0,0.4133,0.1296,"[-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-279.41192626953125,-263.52960205078125,-178.82366943359375,-125.882568359375,-65.8824462890625,8.2349853515625,29.4114990234375,96.470458984375,138.8233642578125,181.1761474609375,207.646728515625,246.470458984375,269.4114990234375,272.9410400390625,297.646728515625,302.9410400390625,309.999755859375,315.2939453125,315.2939453125,315.2939453125,315.2939453125,315.2939453125,315.2939453125,315.2939453125,315.2939453125,315.2939453125,317.0584716796875,317.0584716796875,317.0584716796875,317.0584716796875,317.0584716796875,317.0584716796875,317.0584716796875,317.0584716796875,317.0584716796875,317.0584716796875,317.0584716796875,317.0584716796875,317.0584716796875,317.0584716796875,317.0584716796875,317.0584716796875,317.0584716796875,317.0584716796875,317.0584716796875,317.0584716796875,317.0584716796875,317.0584716796875,317.0584716796875,317.0584716796875,317.0584716796875,317.0584716796875,317.0584716796875,317.0584716796875,317.0584716796875,317.0584716796875,317.0584716796875,317.0584716796875,317.0584716796875,317.0584716796875,317.0584716796875]","[205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,205.41180419921875,201.88247680664062,177.17657470703125,113.64715576171875,76.58837890625,37.7647705078125,2.470703125,-15.17633056640625,-57.529296875,-85.76458740234375,-106.94110107421875,-121.05859375,-138.705810546875,-151.05865478515625,-151.05865478515625,-151.05865478515625,-151.05865478515625,-149.29388427734375,-143.99981689453125,-143.99981689453125,-143.99981689453125,-143.99981689453125,-143.99981689453125,-143.99981689453125,-143.99981689453125,-143.99981689453125,-143.99981689453125,-142.23516845703125,-142.23516845703125,-142.23516845703125,-142.23516845703125,-142.23516845703125,-142.23516845703125,-142.23516845703125,-142.23516845703125,-142.23516845703125,-142.23516845703125,-142.23516845703125,-142.23516845703125,-142.23516845703125,-142.23516845703125,-142.23516845703125,-142.23516845703125,-142.23516845703125,-142.23516845703125,-142.23516845703125,-142.23516845703125,-142.23516845703125,-142.23516845703125,-142.23516845703125,-142.23516845703125,-142.23516845703125,-142.23516845703125,-142.23516845703125,-142.23516845703125,-142.23516845703125,-142.23516845703125,-142.23516845703125,-142.23516845703125,-142.23516845703125,-142.23516845703125,-142.23516845703125]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.03189999997616155,0.0473999999761574,0.05369999998808339,0.06389999997615803,0.08050000000000068,0.09789999997615695,0.11539999997616235,0.1296999999880768,0.16250000000000142,0.17909999996423664,0.19599999999999795,0.21249999999999858,0.22009999996424057,0.24619999998807884,0.2623999999761608,0.2793000000119221,0.2831999999880779,0.31339999997615564,0.329399999976161,0.33319999998808214,0.36259999996423886,0.37989999997616053,0.3961999999880774,0.41330000001192246,0.4298999999761577,0.4350000000000023,0.4461999999880817,0.4633999999761613,0.480000000000004,0.4983000000119233,0.5151999999880772,0.5303999999761615,0.5468999999761621,0.5638000000119234,0.5799999999999983,0.5966999999880827,0.6135999999642365,0.6316999999880792,0.6485999999642402,0.6650999999642409,0.6815999999642415,0.697399999976156,0.7140999999642403,0.730800000011925,0.7473999999761602,0.7641999999880795,0.7803000000119198,0.7983999999761622,0.8153000000119235,0.8320999999642353,0.84880000001192,0.8633999999761599,0.8801999999880792,0.8970999999642402,0.9138000000119249,0.9303999999761601,0.9488000000119214,0.9653999999761567,0.982199999988083,0.9988000000119186,1.015500000000003,1.0323000000119222,1.0490999999642412,1.0655999999642347,1.0821999999880774,1.09880000001192,1.114300000011923]",3,0,3,0,1,,,,
