key_resp.keys,key_resp.rt,key_resp_3.keys,key_resp_3.rt,from,to,w,a,sequence_loop.thisN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,key_resp_2.keys,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,trial_loop.ran,受試者ID,date,expName,psychopyVersion,OS,frameRate,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisIndex,sequence_loop.ran
,,,,"[125,0]","[-122.26845009172571,-25.98896135221988]",71.5,250,1,"[118,131,131,131,140,145,145,145,145,145,145,146,146,146,146,144,126,90,52,21,-2,-26,-63,-73,-74,-74,-75,-81,-93,-99]","[14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,12,8,-3,-20,-35,-50,-66,-68,-68,-68,-68,-66,-55,-50]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0004000000059605213,0.016500000000000625,0.03300000000000125,0.049700000002978584,0.06649999999999778,0.08320000000297512,0.0995999999940409,0.11629999999701823,0.13299999999999557,0.14959999999403806,0.1662999999970154,0.1830999999940346,0.19959999999403522,0.2162000000029778,0.232999999999997,0.2497999999970162,0.2672000000029797,0.2832999999970198,0.29979999999702045,0.3164999999999978,0.3332000000029751,0.3497999999970176,0.3664000000059602,0.38299999999999557,0.39970000000298,0.41620000000298063,0.4330999999940346,0.4495999999940352,0.46629999999701965,0.4829000000059622]",,14,0,14,0,1,participant,2022-09-22_12h34.49.126,GoFitts,2022.1.4,Win32,59.72288581,,,,
,,,,,,,,1,,,,,,,,,,,,,participant,2022-09-22_12h34.49.126,GoFitts,2022.1.4,Win32,59.72288581,1,0,0,1
,,return,0.6399,"[158,1]","[-283.15594803123156,205.72483830236564]",20,700,2,"[158,158,158,158,158,158,158,158,158,157,155,146,129,99,89,82,75,63,49,31,19,14,13,12,9,7,3,1,-2,-3,-4,-12,-27,-47,-67,-91,-118,-151,-178,-196,-202,-207,-213,-220,-222,-225,-228,-233,-249,-278,-318,-338,-338,-337,-330,-329,-329,-328,-323,-315,-301,-294,-292]","[1,1,1,1,1,1,1,1,1,2,6,14,26,45,53,58,64,74,92,112,132,146,150,159,179,203,243,254,266,267,276,291,304,310,311,299,276,246,223,215,214,216,220,222,222,222,222,222,222,216,205,201,201,201,205,207,207,207,207,207,208,209,209]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0014000000059581907,0.015599999994037717,0.03220000000298029,0.04899999999999949,0.06550000000000011,0.08220000000297745,0.09879999999701994,0.11559999999403914,0.13229999999701647,0.14920000000297762,0.1657999999970201,0.18240000000595558,0.19920000000297478,0.21559999999403345,0.2322999999970179,0.2490999999940371,0.2655999999940377,0.28229999999701505,0.2992000000029762,0.3157000000029768,0.33240000000596126,0.34899999999999665,0.36559999999403914,0.38229999999701647,0.3992999999970195,0.41590000000595495,0.43229999999701363,0.44899999999999807,0.46559999999403345,0.4822999999970179,0.4989999999999952,0.5157000000029797,0.5322000000029803,0.5489000000059576,0.5655000000000001,0.5822999999970193,0.5989000000059548,0.6155999999940391,0.6322000000029746,0.648900000005959,0.6654999999999944,0.6820999999940369,0.6989000000059562,0.7154000000059568,0.7320999999940341,0.7487999999970185,0.7654000000059611,0.7820999999940383,0.7987000000029809,0.8154000000059582,0.8320999999940355,0.8487999999970199,0.8652999999970206,0.8820999999940398,0.8989999999999938,0.9154999999999944,0.9319000000059603,0.9487999999970143,0.9654000000059568,0.9820999999940341,0.9987999999970185,1.015400000005961,1.0320999999940383]",,0,0,0,0,1,participant,2022-09-22_12h34.49.126,GoFitts,2022.1.4,Win32,59.72288581,,,,
,,,,"[-283.15594803123156,205.72483830236564]","[319.74091017491037,-142.35782507653005]",20,700,2,"[-292,-292,-292,-292,-292,-292,-292,-291,-290,-290,-290,-288,-284,-279,-268,-257,-254,-251,-208,-119,44,237,409,541,596,605,604,603,597,588,569,544,502,462,444,443,441,440,435,423,407,395,383,377,366,359,359,359,358,355,346,334,326,325,325,324,323]","[209,209,209,209,209,208,203,199,196,196,196,197,197,197,197,197,197,197,160,72,-83,-246,-355,-415,-433,-435,-430,-428,-421,-409,-388,-357,-317,-283,-269,-267,-262,-255,-242,-225,-214,-207,-198,-188,-175,-170,-170,-170,-168,-165,-161,-157,-156,-156,-156,-153,-150]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.00029999999701857405,0.01619999998808197,0.03279999999701744,0.04959999999404374,0.06629999999702108,0.08339999999105885,0.09989999999105947,0.11659999999403681,0.13329999999702125,0.1495000000000033,0.16619999998808055,0.18299999999999983,0.19959999999404232,0.21629999999701965,0.2330000000000041,0.24959999999403948,0.2665999999940425,0.2831999999880779,0.29959999999404374,0.31619999998807913,0.33289999999106357,0.34949999999999903,0.3661999999880834,0.38309999999403743,0.39959999999403806,0.4162999999970225,0.4328999999910579,0.44950000000000045,0.4663999999910615,0.48309999999403885,0.4995999999940395,0.516199999988082,0.5327999999970174,0.5495000000000019,0.5660999999940373,0.5830999999940403,0.5995999999940409,0.6161999999880834,0.6328999999910607,0.6495999999940381,0.6661999999880805,0.6828999999910579,0.6995000000000005,0.716099999994043,0.7327999999970203,0.7493999999910628,0.7659999999999982,0.7826999999880826,0.7993999999910599,0.8160999999940373,0.8327999999970217,0.849499999999999,0.8661999999880834,0.8827999999970189,0.8992999999970195,0.9161999999880805,0.9326999999880812]",,1,0,1,0,1,participant,2022-09-22_12h34.49.126,GoFitts,2022.1.4,Win32,59.72288581,,,,
,,,,"[319.74091017491037,-142.35782507653005]","[-342.351660256832,72.76909178621575]",20,700,2,"[323,322,322,322,322,322,322,322,322,322,322,322,322,322,322,313,289,224,105,-34,-128,-165,-185,-198,-216,-236,-258,-283,-298,-304,-307,-307,-307,-307,-308,-314,-320,-337,-369,-383,-383,-390,-391,-388,-387,-387,-387,-384,-380,-374,-370,-370,-370,-370,-370,-370,-366,-364,-361,-360,-360,-359,-356,-342]","[-150,-150,-150,-150,-150,-150,-148,-148,-148,-148,-148,-148,-147,-145,-141,-133,-115,-74,2,85,129,140,143,133,117,100,89,82,78,74,66,62,62,62,61,61,61,64,73,75,75,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,77,77,77,77,77,77,77,77]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0004000000059605213,0.016600000008942573,0.03300000000000125,0.04960000000894382,0.06640000000596302,0.08310000000894036,0.09990000000595955,0.11640000000596018,0.13320000000297938,0.14979999999702187,0.16640000000596444,0.18310000000894178,0.19990000000596098,0.21650000000000347,0.23310000000894604,0.2497999999970233,0.26640000000596586,0.2831000000089432,0.2997000000029857,0.3165000000000049,0.33310000000894036,0.3500000000000014,0.3664000000059602,0.38300000000000267,0.39970000000298,0.41640000000596444,0.4331000000089418,0.44979999999701903,0.4664000000059616,0.48310000000894604,0.4997999999970233,0.5162999999970239,0.5329000000059594,0.5496000000089438,0.5665000000000049,0.5832000000029822,0.5997000000029828,0.6164000000059602,0.6331000000089446,0.6496000000089452,0.6661000000089459,0.6831000000089418,0.6997000000029843,0.7164000000059616,0.7330000000000041,0.7495000000000047,0.7661000000089402,0.7829000000059594,0.7996000000089438,0.8162999999970211,0.8331000000089404,0.8494000000059643,0.8661000000089416,0.8827999999970189,0.8994000000059614,0.9161000000089459,0.9331000000089418,0.9497000000029843,0.9662999999970197,0.9830000000000041,0.9992999999970209,1.016299999997024,1.0327999999970245,1.0495000000000019]",,2,0,2,0,1,participant,2022-09-22_12h34.49.126,GoFitts,2022.1.4,Win32,59.72288581,,,,
,,,,"[-342.351660256832,72.76909178621575]","[350,0]",20,700,2,"[-342,-317,-290,-263,-237,-214,-185,-136,-24,60,138,209,277,314,337,347,356,364,372,377,380,380,380,380,380,378,378,378,378,378,376,375,375,375,371,371,370,370,366,365,364,363,362,362,362,358]","[77,81,83,84,85,85,85,85,85,85,85,85,85,83,82,80,74,64,51,37,20,9,-6,-19,-29,-34,-34,-34,-34,-34,-32,-26,-24,-17,-13,-11,-10,-9,-5,-2,1,1,3,3,3,5]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.00030000001192576065,0.01640000000595876,0.0331000000089432,0.04980000001192053,0.06650000000000489,0.08310000000894036,0.09990000000595955,0.11650000000000205,0.13300000000000267,0.14990000000596382,0.16640000000596444,0.18299999999999983,0.1998000000119191,0.21630000001191974,0.2332000000029808,0.24960000000893956,0.266300000011924,0.2831000000089432,0.29980000001192053,0.316400000005963,0.3329999999999984,0.349600000008941,0.3663000000119254,0.3829000000059608,0.39960000000894524,0.41620000000298063,0.4328000000119232,0.44950000000000045,0.466100000008943,0.48280000001192036,0.49960000000893956,0.516300000011924,0.5329000000059594,0.5496000000089438,0.5663000000119212,0.5829000000059636,0.599600000008941,0.6163000000119254,0.6329000000059608,0.6496000000089452,0.6663000000119226,0.6829999999999998,0.6996000000089424,0.716100000008943,0.7327000000029784,0.7495000000000047]",,3,0,3,0,1,participant,2022-09-22_12h34.49.126,GoFitts,2022.1.4,Win32,59.72288581,,,,
,,,,"[350,0]","[-342.351660256832,-72.76909178621567]",20,700,2,"[358,354,350,350,349,349,349,349,349,348,347,342,328,285,199,94,-21,-180,-261,-321,-351,-358,-359,-359,-359,-359,-359,-359,-359,-361,-363,-365,-366,-366,-366,-362,-354,-351,-350,-350,-350,-347,-346]","[5,5,5,5,3,3,3,3,3,1,-1,-4,-9,-15,-22,-34,-44,-53,-53,-53,-53,-53,-53,-53,-53,-53,-53,-53,-53,-53,-53,-53,-54,-56,-58,-61,-63,-63,-63,-63,-63,-63,-65]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.00020000000297670795,0.01640000000595876,0.03309999999403601,0.04949999999999477,0.06629999999701397,0.08290000000595654,0.09949999999999903,0.11620000000297637,0.1329000000059537,0.14979999999701477,0.16659999999403396,0.18299999999999983,0.19959999999403522,0.21629999999701965,0.23290000000595512,0.2497999999970162,0.26640000000595876,0.2829000000059594,0.29949999999999477,0.3162000000029792,0.33290000000595654,0.34970000000297574,0.36629999999701823,0.382700000002977,0.3994999999999962,0.4159999999999968,0.43270000000297415,0.44929999999701664,0.4664000000059545,0.4829000000059551,0.49940000000595575,0.516099999994033,0.5329999999999941,0.5497000000029786,0.5662000000029792,0.5829000000059565,0.599499999999999,0.6164000000059602,0.6327999999970189,0.6494000000059543,0.6660999999940387,0.682799999997016,0.6994999999999933]",,4,0,4,0,1,participant,2022-09-22_12h34.49.126,GoFitts,2022.1.4,Win32,59.72288581,,,,
,,,,"[-342.351660256832,-72.76909178621567]","[319.7409101749103,142.35782507653005]",20,700,2,"[-346,-346,-346,-346,-346,-343,-342,-341,-340,-336,-321,-210,-80,36,111,124,124,124,132,174,246,301,302,278,239,207,188,183,183,183,183,183,187,210,237,252,253,257,266,268,268,268,269,273,280,286,288,288,293,301,312]","[-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-63,-53,-45,-42,-41,-40,-36,-23,2,21,25,36,43,44,44,44,44,44,44,44,49,61,77,91,93,99,110,115,115,115,116,117,122,127,129,129,130,135,142]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.00029999999701857405,0.016200000002974946,0.03279999999701744,0.052799999997020564,0.06740000000596069,0.08920000000297534,0.09990000000595955,0.11640000000596018,0.1329000000059608,0.14979999999701477,0.16749999999999687,0.18290000000595796,0.19970000000297716,0.2162000000029778,0.23290000000595512,0.24970000000297432,0.2665000000000006,0.2829000000059594,0.29949999999999477,0.3162000000029792,0.3329999999999984,0.34949999999999903,0.36629999999701823,0.3829000000059608,0.3994999999999962,0.41620000000298063,0.43290000000595796,0.4496000000089353,0.465999999999994,0.4827000000029784,0.49940000000595575,0.5161000000089402,0.5331000000089361,0.5496000000089367,0.5667000000029745,0.5829000000059565,0.5999999999999943,0.6164999999999949,0.633499999999998,0.6499000000059567,0.6664000000059573,0.6832999999970184,0.7004000000059563,0.718299999997015,0.732999999999997,0.7497999999970162,0.7665000000000006,0.7827000000029756,0.7999000000059553,0.8164000000059559,0.8329999999999984]",,5,0,5,0,1,participant,2022-09-22_12h34.49.126,GoFitts,2022.1.4,Win32,59.72288581,,,,
,,,,"[319.7409101749103,142.35782507653005]","[-283.1559480312316,-205.72483830236555]",20,700,2,"[312,315,315,316,316,316,316,316,315,314,314,314,314,314,309,304,295,278,237,151,24,-108,-258,-301,-303,-303,-303,-303,-303,-300,-298,-296,-293,-285,-280,-277,-277,-276,-276,-273,-272,-272,-272,-272,-272,-272,-272,-275,-281]","[142,145,145,147,147,147,147,147,149,149,149,149,149,149,148,143,135,120,87,32,-31,-86,-140,-150,-150,-150,-150,-151,-152,-152,-152,-152,-158,-167,-171,-172,-173,-174,-175,-178,-178,-178,-178,-179,-180,-183,-189,-193,-200]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.00029999999701857405,0.016200000002974946,0.03279999999701744,0.04960000000893672,0.06610000000893734,0.08270000000297983,0.09949999999999903,0.1161000000089345,0.13320000000297938,0.14960000000893814,0.16599999999999682,0.18249999999999744,0.19920000000297478,0.21599999999999397,0.23260000000893655,0.2494999999999976,0.26620000000297495,0.2826000000089408,0.29929999999701806,0.31590000000596064,0.3332000000029751,0.34940000000595717,0.36579999999701585,0.38279999999701886,0.39960000000893814,0.41590000000595495,0.4324000000059556,0.44949999999999335,0.465999999999994,0.4829000000059551,0.49940000000595575,0.5157999999970144,0.5327000000029756,0.5492000000029762,0.5659000000059606,0.583299999997017,0.5996000000089339,0.6164999999999949,0.6332000000029794,0.6492000000029776,0.6659999999999968,0.6822999999970136,0.69910000000894,0.7157999999970173,0.7326000000089365,0.7492999999970138,0.7659000000059564,0.7824999999999989,0.7992000000029762]",,6,0,6,0,1,participant,2022-09-22_12h34.49.126,GoFitts,2022.1.4,Win32,59.72288581,,,,
,,,,"[-283.1559480312316,-205.72483830236555]","[234.19571222560037,260.100688917088]",20,700,2,"[-281,-287,-293,-293,-293,-293,-293,-293,-293,-293,-290,-284,-266,-233,-191,-168,-114,-7,60,102,115,124,133,146,160,164,165,168,176,180,181,181,184,188,195,210,220,225,227,231,235,240,240,240,240,240,240,240,240,240,240,240,241]","[-200,-209,-217,-217,-217,-217,-217,-217,-217,-217,-215,-206,-191,-159,-117,-91,-29,49,87,111,121,126,131,137,142,144,145,149,159,169,170,170,171,173,178,190,200,209,215,222,234,251,251,251,251,251,251,251,251,251,251,251,257]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0004000000059605213,0.016500000000000625,0.03309999999403601,0.049599999994036637,0.06740000000596069,0.08299999999999841,0.09970000000297574,0.11640000000596018,0.13259999999403504,0.14929999999701948,0.16609999999403868,0.1825999999940393,0.19970000000297716,0.21629999999701965,0.232999999999997,0.24959999999403948,0.26620000000298205,0.2829000000059594,0.2999000000059553,0.31659999999403965,0.33290000000595654,0.34940000000595717,0.3660999999940344,0.38279999999701886,0.3994999999999962,0.4160999999940387,0.43290000000595796,0.44929999999701664,0.4662000000029778,0.4825000000000017,0.4992999999970209,0.5157999999970215,0.5330000000000013,0.5495000000000019,0.5659999999999954,0.5827000000029798,0.599499999999999,0.6162999999970182,0.633499999999998,0.6502999999970172,0.6667999999970178,0.6834999999999951,0.6995000000000005,0.7162000000029778,0.7325000000000017,0.7492999999970209,0.7659000000059564,0.7824999999999989,0.7992000000029762,0.8160999999940373,0.8327999999970146,0.849499999999999,0.8667000000029788]",,7,0,7,0,1,participant,2022-09-22_12h34.49.126,GoFitts,2022.1.4,Win32,59.72288581,,,,
,,,,"[234.19571222560037,260.100688917088]","[-175.00000000000014,-303.1088913245535]",20,700,2,"[241,240,237,237,237,237,237,237,237,237,237,237,237,237,234,227,206,166,116,67,26,-13,-54,-93,-115,-128,-134,-136,-141,-143,-146,-148,-154,-160,-164,-168,-172,-174,-174,-174,-174,-174,-174,-174,-174,-174,-174,-174,-174,-174,-174,-174]","[257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,251,228,171,93,15,-38,-81,-130,-180,-215,-234,-239,-245,-254,-258,-262,-266,-268,-272,-278,-284,-290,-292,-292,-292,-292,-292,-292,-292,-292,-292,-292,-292,-292,-292,-292,-294]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0008999999910628276,0.015899999991063396,0.03209999999403834,0.04829999999702039,0.06489999999106288,0.08159999999404022,0.09859999999404323,0.11529999999702056,0.13229999999702358,0.1490000000000009,0.16550000000000153,0.18209999999404403,0.1986999999880794,0.21569999998808242,0.23279999999702028,0.24989999999105805,0.2662999999970239,0.28179999999701977,0.29839999999106226,0.31519999998808146,0.33179999999702403,0.3483999999910594,0.36509999999404386,0.38189999999106305,0.3985999999940404,0.41569999998807816,0.432099999994044,0.4495999999940423,0.4654999999999987,0.48169999998808066,0.49829999999702324,0.5150000000000006,0.5316999999880778,0.5482999999970204,0.5650999999940396,0.5818999999910588,0.5985000000000014,0.615699999988081,0.6320999999940398,0.6486999999880823,0.6652999999970177,0.6816999999880835,0.6980999999940423,0.7148999999910615,0.731500000000004,0.7479999999999976,0.7650999999940424,0.7817999999970198,0.798599999994039,0.8148999999910629,0.8312999999970216,0.8485999999940432]",,8,0,8,0,1,participant,2022-09-22_12h34.49.126,GoFitts,2022.1.4,Win32,59.72288581,,,,
,,,,"[-175.00000000000014,-303.1088913245535]","[108.1559480312316,332.8697807033037]",20,700,2,"[-174,-174,-165,-155,-136,-112,-86,-67,-61,-60,-60,-60,-60,-60,-60,-72,-93,-99,-99,-92,-74,-55,-47,-47,-50,-53,-54,-55,-55,-55,-55,-55,-55,-55,-55,-54,-52,-49,-48,-45,-38,-4,25,37,38,38,38,38,37,35,35,35,35,35,35,35,35,37,43,62,78,85,96,110,133,133,133,133,133,133,132,129,127,126,125,118,115,95,90,90,90,86,86,86,88,91,102]","[-294,-295,-300,-306,-313,-326,-341,-354,-359,-360,-360,-360,-360,-360,-355,-350,-346,-346,-346,-346,-346,-344,-340,-339,-338,-338,-338,-338,-338,-338,-338,-338,-338,-338,-338,-338,-339,-339,-340,-340,-339,-283,-205,-108,-5,87,161,202,221,221,221,221,221,221,221,221,221,224,229,246,266,275,298,322,359,361,361,361,361,358,358,357,355,355,355,352,348,328,323,323,323,320,320,320,321,323,329]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0004000000059605213,0.015900000005956372,0.032900000005959384,0.04960000000893672,0.06640000000595592,0.08260000000893797,0.09920000000298046,0.11579999999701585,0.13260000000894223,0.14920000000297762,0.16570000000297824,0.1826000000089394,0.19950000000000045,0.21610000000893592,0.23260000000893655,0.24960000000893956,0.2661000000089402,0.28270000000297557,0.2989999999999995,0.3162999999970211,0.333299999997017,0.3507000000029805,0.36720000000298114,0.3837999999970165,0.3994999999999962,0.41610000000893876,0.4326000000089394,0.4492000000029819,0.4659000000059592,0.4827000000029784,0.4992999999970209,0.5161000000089402,0.5327999999970174,0.5497999999970204,0.5662999999970211,0.5834000000059589,0.601100000008941,0.6164000000059602,0.6332000000029794,0.64970000000298,0.6661000000089388,0.6824999999999974,0.6992000000029819,0.7162000000029778,0.732999999999997,0.7496000000089396,0.7667000000029773,0.7837000000029803,0.8004000000059577,0.8166000000089397,0.8332000000029822,0.8489000000059619,0.8657000000029811,0.8822000000029817,0.8991000000089358,0.9157000000029782,0.9326000000089394,0.949799999997019,0.9666000000089383,0.9834999999999994,0.9999000000059581,1.0161000000089402,1.0332999999970198,1.0499000000059624,1.0664999999999978,1.082600000008938,1.0989999999999966,1.1154999999999973,1.1321000000089398,1.148900000005959,1.1669000000059597,1.1826000000089394,1.19910000000894,1.216100000008936,1.2327000000029784,1.2496000000089396,1.2672000000029797,1.282400000005957,1.2992000000029762,1.3157999999970187,1.3324000000059613,1.349600000008941,1.3662000000029764,1.3826000000089422,1.39970000000298,1.4172000000029783,1.433600000008937]",,9,0,9,0,1,participant,2022-09-22_12h34.49.126,GoFitts,2022.1.4,Win32,59.72288581,,,,
