key_resp.keys,key_resp.rt,key_resp_3.keys,key_resp_3.rt,from,to,w,a,sequence_loop.thisN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,key_resp_2.keys,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,trial_loop.ran,受試者ID,date,expName,psychopyVersion,OS,frameRate,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisIndex,sequence_loop.ran
,,,,"[-252.81781074217108,-183.68289134139783]","[209.1033144871432,232.2327579616857]",25.5,625,4,"[-251,-253,-253,-253,-253,-253,-253,-253,-252,-247,-239,-231,-227,-210,-161,-69,44,142,207,240,246,246,246,246,246,246,241,236,235,235,235,235,233,232,229,229,229,229,229,229,229,229,229,226,221,221,221,219]","[-177,-179,-180,-180,-180,-180,-180,-180,-180,-175,-171,-167,-163,-152,-119,-57,16,85,142,178,188,191,192,194,196,201,207,215,215,215,215,215,218,220,222,223,223,223,223,223,223,223,223,225,227,227,227,227]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.00039999999106044015,0.01719999998807964,0.03659999999403851,0.04989999999105521,0.06629999999701397,0.08329999999700988,0.09989999999105237,0.11619999998806918,0.1331999999880793,0.15049999999999386,0.16729999999701306,0.18549999999999045,0.20169999998807953,0.2184999999999917,0.2338999999910527,0.24979999999700908,0.2665999999940283,0.28369999998807316,0.3001999999880667,0.31699999999999307,0.33339999999105885,0.35039999999105476,0.3665999999940368,0.383399999991056,0.39979999999701477,0.41639999999105726,0.43389999999105555,0.4498999999910467,0.4668999999910568,0.4833999999910503,0.49989999999105805,0.516899999991054,0.5340999999940266,0.5504999999999995,0.5671999999880768,0.5842999999970147,0.5997999999970176,0.6162999999970111,0.633299999997007,0.6502999999970172,0.6666999999880687,0.6830999999940275,0.69969999998807,0.7165999999940311,0.733699999988076,0.7510999999940395,0.767599999994033,0.7850999999940314]",,5,0,5,0,1,participant,2022-09-22_12h34.49.126,GoFitts,2022.1.4,Win32,59.72288581,,,,
,,,,"[209.1033144871432,232.2327579616857]","[-156.25000000000014,-270.632938682637]",25.5,625,4,"[219,212,205,204,202,199,193,183,165,142,127,127,127,126,123,123,122,122,119,111,86,33,-34,-94,-152,-160,-160,-160,-160,-160,-160,-160,-160,-161,-161,-162,-162,-162,-162]","[227,224,222,221,220,214,200,175,132,92,70,69,69,66,60,53,50,50,48,39,11,-51,-120,-178,-228,-236,-237,-237,-237,-237,-237,-237,-237,-237,-239,-244,-247,-253,-261]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0012000000029814828,0.01479999999702386,0.03149999999999409,0.04889999999106465,0.06389999999106521,0.0799999999999983,0.09739999999105464,0.11379999999702761,0.13020000000298637,0.147399999991066,0.1634999999999991,0.180499999999995,0.1972999999970142,0.21450000000000102,0.23099999999999454,0.24759999999403703,0.26439999999105623,0.28000000000000114,0.29720000000298796,0.31359999999403954,0.330200000002975,0.3469999999999942,0.36439999999106476,0.3812999999970259,0.3987999999970242,0.41570000000298535,0.4313999999910578,0.4484999999999957,0.4650000000000034,0.48170000000298785,0.49729999999702557,0.5132000000029819,0.5297999999970244,0.5467999999970203,0.5635999999940395,0.580200000002975,0.5973999999910546,0.6159999999999997,0.6312999999970259]",,6,0,6,0,1,participant,2022-09-22_12h34.49.126,GoFitts,2022.1.4,Win32,59.72288581,,,,
,,,,"[-156.25000000000014,-270.632938682637]","[96.56781074217108,297.2051613422355]",25.5,625,4,"[-162,-160,-154,-149,-146,-139,-135,-135,-135,-135,-135,-139,-145,-156,-167,-173,-174,-174,-174,-174,-174,-173,-159,-124,-73,-21,20,54,74,78,78,78,78,78,78,78,80,80,80,80,81,86,88,89,91,94]","[-261,-270,-281,-291,-291,-289,-277,-272,-269,-269,-267,-260,-255,-253,-253,-253,-253,-253,-253,-253,-252,-249,-234,-191,-117,-19,88,179,246,265,265,265,265,265,265,265,275,275,275,275,277,282,284,284,284,285]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0005000000000023874,0.015100000008942516,0.031800000011912744,0.048400000005955235,0.06540000000595114,0.08199999999999363,0.09850000000000136,0.11540000000596251,0.1322000000029817,0.14840000000596376,0.16620000000297352,0.18170000000297648,0.19840000000596092,0.2150000000000034,0.23199999999999932,0.24860000000893479,0.2651000000089425,0.2819000000059617,0.2983000000119205,0.31490000000596297,0.3318000000119241,0.3486000000089433,0.3663000000119183,0.38390000000595137,0.4008000000119125,0.4177000000029807,0.4337000000029718,0.44910000000894,0.46510000000893115,0.48190000000596456,0.4984000000059581,0.5156000000089449,0.5324000000059641,0.5503000000119158,0.5661000000089444,0.5821000000089356,0.5999999999999943,0.6158000000119159,0.6312000000029769,0.6479000000059614,0.6648000000119225,0.6817000000029765,0.6979999999999933,0.7154999999999916,0.7319999999999993,0.7489999999999952]",,7,0,7,0,1,participant,2022-09-22_12h34.49.126,GoFitts,2022.1.4,Win32,59.72288581,,,,
,,,,"[96.56781074217108,297.2051613422355]","[-32.66514477114195,-310.7880923025854]",25.5,625,4,"[94,95,98,98,98,98,98,98,98,98,98,101,105,105,105,105,105,105,105,105,108,111,111,109,98,81,64,50,47,47,47,47,47,44,39,32,19,7,-8,-15,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-19,-19,-19,-19,-19,-19,-19,-19,-19,-19,-19,-19,-19,-21,-24]","[285,286,288,288,288,288,288,288,288,288,288,277,247,206,175,175,161,150,123,66,-23,-68,-94,-118,-149,-183,-210,-229,-233,-233,-233,-233,-233,-236,-238,-238,-244,-251,-262,-266,-267,-267,-267,-267,-267,-267,-267,-267,-267,-268,-269,-273,-273,-273,-273,-276,-280,-285,-288,-288,-288,-288,-288,-288,-288,-288,-288,-293,-304,-314]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.00039999999106044015,0.016099999994040104,0.032599999994047835,0.049000000000006594,0.06550000000000011,0.08219999998807737,0.09909999999403851,0.11549999999999727,0.132000000000005,0.1487999999970242,0.16550000000000864,0.182899999991065,0.2000999999940376,0.21600000000000819,0.23259999999405068,0.2488999999910675,0.2655999999940377,0.28259999999404783,0.2991999999880903,0.31619999998808623,0.3322999999970193,0.3490999999940385,0.36579999999702295,0.38259999999404215,0.3990999999940499,0.4158999999910691,0.4325999999940393,0.4491999999880818,0.46589999999106624,0.4825000000000017,0.49900000000000944,0.5157999999970286,0.5320999999940454,0.5492999999970181,0.5660000000000025,0.582599999994045,0.5990999999940385,0.6160999999940486,0.6325000000000074,0.6493999999910613,0.6665999999940482,0.6830000000000069,0.7001999999880866,0.7175000000000011,0.732299999997025,0.7487999999970185,0.7658999999910634,0.7822999999970222,0.7990000000000066,0.8162999999970282,0.832599999994045,0.8491999999880875,0.865799999997023,0.8822999999970307,0.898899999991059,0.9170000000000016,0.9326999999880883,0.949099999994047,0.9657999999970173,0.9825000000000017,0.9988999999910675,1.0155999999940377,1.0321999999880802,1.0488999999910646,1.0680999999940468,1.083299999997024,1.100500000000011,1.1177999999970183,1.132699999988077,1.149000000000001]",,8,0,8,0,1,participant,2022-09-22_12h34.49.126,GoFitts,2022.1.4,Win32,59.72288581,,,,
,,,,"[-32.66514477114195,-310.7880923025854]","[-32.66514477114167,310.7880923025854]",25.5,625,4,"[-24,-25,-25,-26,-26,-26,-26,-28,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-26,-16,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-8,-6,-6,-6,-11,-15,-21,-24]","[-314,-315,-315,-315,-315,-313,-305,-300,-288,-288,-288,-288,-288,-288,-288,-288,-288,-288,-288,-288,-288,-288,-288,-288,-288,-288,-288,-288,-288,-288,-288,-288,-288,-283,-251,-175,-78,1,47,57,57,57,57,57,61,64,64,73,100,151,194,219,226,226,227,230,235,237,238,238,240,245,251,259,262,266,277,286,297,304]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0002999999970114686,0.016299999997016812,0.03279999999701033,0.04989999999105521,0.06620000000297921,0.08299999999999841,0.09979999999701761,0.11670000000297875,0.13309999999403033,0.14929999999701238,0.1657999999970201,0.18289999999105078,0.19929999999702375,0.21599999999999397,0.23289999999106215,0.24989999999105805,0.26709999999403067,0.28300000000000125,0.2997000000029715,0.31629999999701397,0.3327999999970217,0.34949999999999193,0.36650000000000205,0.3827000000029841,0.3992999999970124,0.41589999999105487,0.43270000000298126,0.4492000000029748,0.465899999991052,0.48289999999106215,0.49920000000297193,0.5158999999910634,0.5327000000029756,0.5494999999999948,0.5668999999910511,0.5830999999940332,0.5997999999970176,0.6165999999940368,0.6328999999910536,0.6497999999970148,0.6657999999970201,0.6827000000029813,0.6993999999910585,0.7157999999970173,0.7330000000000041,0.751499999999993,0.7658999999910634,0.783099999994036,0.7992000000029833,0.8157999999970116,0.832499999999996,0.8494999999999919,0.866500000000002,0.8827999999970189,0.8995000000000033,0.9162000000029735,0.9334999999999951,0.9500999999940376,0.9677999999970126,0.9842999999970203,1.00209999999403,1.0172000000029726,1.0330000000000013,1.0498999999910552,1.0664999999999907,1.083299999997024,1.0992000000029805,1.1167000000029788,1.1332999999970212,1.149599999994038]",,9,0,9,0,1,participant,2022-09-22_12h34.49.126,GoFitts,2022.1.4,Win32,59.72288581,,,,
,,,,"[-32.66514477114167,310.7880923025854]","[96.567810742171,-297.2051613422355]",25.5,625,4,"[-24,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-17,6,37,68,92,110,110,110,110,110,110,110,110,110,110,110,112,112,112,110,110,110,109,107,105,105,105,105,105,104,104,103,102]","[304,305,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,305,302,282,194,103,7,-85,-175,-242,-242,-242,-242,-242,-242,-242,-242,-242,-242,-242,-257,-271,-276,-279,-279,-284,-293,-314,-333,-333,-333,-333,-333,-330,-329,-320,-308]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0002999999970256795,0.01659999999404249,0.03309999999405022,0.04979999999702045,0.06679999999703057,0.08289999999107067,0.09950000000000614,0.11629999999702534,0.13279999999701886,0.14989999999106374,0.1660999999940458,0.18350000000000932,0.20039999999106328,0.21709999999404772,0.23359999999404124,0.24959999999404658,0.266299999997031,0.2830999999940502,0.29939999999106703,0.3160999999940515,0.332599999994045,0.34970000000298285,0.36599999999999966,0.38289999999106783,0.39959999999405227,0.4160999999940458,0.4325999999940393,0.44950000000000045,0.46609999999404295,0.4827000000029926,0.4992999999970209,0.516299999997031,0.5330000000000013,0.549500000000009,0.5660999999940515,0.5832000000029893,0.60120000000299,0.616599999994051,0.6330999999940445,0.6500000000000057,0.6660999999940458,0.6842000000029884,0.6997000000029914,0.716899999991071,0.7347999999970227,0.7513999999910652,0.7677000000029892,0.7842999999970317,0.80089999999106,0.8182000000029888,0.8352999999970194,0.8507000000029876,0.8667999999970277]",,10,0,10,0,1,participant,2022-09-22_12h34.49.126,GoFitts,2022.1.4,Win32,59.72288581,,,,
,,,,"[96.567810742171,-297.2051613422355]","[-156.24999999999994,270.6329386826371]",25.5,625,4,"[102,102,102,102,102,102,102,102,102,102,101,100,100,98,94,78,49,35,21,1,-33,-89,-144,-163,-163,-163,-163,-163,-163,-163,-163,-163,-161,-152]","[-308,-291,-291,-291,-291,-291,-291,-291,-291,-291,-290,-291,-291,-288,-281,-258,-226,-211,-189,-143,-55,79,193,236,236,236,236,236,236,236,236,237,241,259]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0007000000029790954,0.017399999991056347,0.03179999999701977,0.048799999997015675,0.06509999999403249,0.08189999999105169,0.09879999999701283,0.11589999999105771,0.13320000000298649,0.15029999999701715,0.16689999999105964,0.18359999999404408,0.19950000000000045,0.2155000000000058,0.23220000000297603,0.24879999999701852,0.26529999999701204,0.28209999999404545,0.2985000000000042,0.3157000000029768,0.3323999999910541,0.3495999999940409,0.3673999999910649,0.38420000000297705,0.3995000000000033,0.41849999999999454,0.4317000000029765,0.44859999999404465,0.46509999999403817,0.48189999999105737,0.4988999999910533,0.5164999999999935,0.534000000000006,0.5504999999999995]",,11,0,11,0,1,participant,2022-09-22_12h34.49.126,GoFitts,2022.1.4,Win32,59.72288581,,,,
,,,,"[-156.24999999999994,270.6329386826371]","[209.10331448714328,-232.23275796168562]",25.5,625,4,"[-152,-145,-143,-143,-143,-143,-143,-143,-143,-143,-143,-143,-143,-141,-141,-141,-149,-152,-155,-154,-152,-137,-84,8,112,197,242,261,269,271,270,270,270,270,270,269,261,254,246,238,230,221,212]","[259,286,303,303,303,303,301,301,301,301,301,299,297,297,296,292,285,280,277,275,272,250,174,62,-49,-134,-181,-219,-261,-292,-301,-302,-302,-302,-302,-302,-298,-291,-281,-271,-256,-244,-229]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0012999999970162435,0.013900000005961033,0.030700000002980232,0.04710000000893899,0.06440000000596058,0.08170000000298216,0.09710000000893615,0.11350000000000193,0.1301000000089374,0.14729999999701704,0.16429999999701295,0.1819000000059532,0.19810000000893524,0.21379999999702193,0.2304000000059574,0.24710000000894183,0.2637999999970191,0.28040000000595455,0.2976000000089414,0.3136000000089467,0.33010000000894024,0.3472000000029851,0.3640000000000043,0.38070000000297455,0.3979000000059614,0.4140000000000015,0.4302999999970183,0.44670000000297705,0.4634000000059615,0.4807000000029831,0.4974000000059533,0.5137000000029843,0.5301000000089431,0.547100000008939,0.5637999999970162,0.5819999999999936,0.5996000000089339,0.6156000000089392,0.6322999999970165,0.6484999999999985,0.6642000000029782,0.6811000000089393,0.6979999999999933]",,12,0,12,0,1,participant,2022-09-22_12h34.49.126,GoFitts,2022.1.4,Win32,59.72288581,,,,
,,,,"[209.10331448714328,-232.23275796168562]","[-252.81781074217105,183.6828913413979]",25.5,625,4,"[212,209,208,208,208,207,207,206,206,206,206,206,203,184,151,86,-11,-124,-209,-248,-262,-270,-274,-279,-279,-279,-279,-279,-279,-279,-279,-271,-264,-254]","[-229,-223,-222,-222,-222,-226,-227,-227,-227,-227,-227,-227,-227,-216,-189,-132,-52,22,72,99,114,123,134,142,142,142,142,142,142,142,142,152,159,175]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.00039999999106044015,0.015200000002977276,0.03179999999701977,0.04829999999701329,0.0652999999970234,0.08229999999701931,0.09900000000000375,0.11539999999105532,0.13189999999106305,0.14959999999403806,0.16599999999999682,0.18270000000298126,0.19879999999702136,0.21520000000298012,0.23199999999999932,0.24889999999105328,0.2663999999910516,0.283099999994036,0.2998999999910552,0.31629999999701397,0.3337000000029775,0.34950000000000614,0.3652000000029858,0.382000000000005,0.3985999999940333,0.4152999999970177,0.43200000000000216,0.4487000000029724,0.4652000000029801,0.482299999997025,0.5000999999940348,0.5172999999970216,0.5342000000029827,0.5485000000000042]",,13,0,13,0,1,participant,2022-09-22_12h34.49.126,GoFitts,2022.1.4,Win32,59.72288581,,,,
,,,,"[-252.81781074217105,183.6828913413979]","[285.4829555133128,-127.10520096118755]",25.5,625,4,"[-254,-248,-247,-247,-247,-247,-247,-247,-247,-247,-247,-247,-247,-247,-247,-238,-204,-126,-24,32,136,196,210,211,211,211,215,220,230,247,264,274,279]","[175,186,190,190,190,190,190,190,190,190,190,190,190,190,190,183,161,111,53,24,-19,-35,-38,-38,-38,-39,-43,-50,-62,-84,-106,-118,-122]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0003000000119186552,0.01649999999999352,0.03310000000892899,0.049800000011913426,0.06630000001192116,0.08290000000594944,0.10020000000297102,0.11640000000595307,0.1338000000119166,0.15120000000297296,0.16749999999998977,0.18460000000892762,0.2017000000029725,0.21740000000595217,0.23349999999999227,0.25170000000296966,0.2668000000119122,0.2829000000059523,0.29940000000596,0.3166000000089326,0.3329999999999984,0.34990000000595955,0.36649999999998784,0.38299999999999557,0.39970000000298,0.4169999999999874,0.4349000000059533,0.45130000001191206,0.4671000000089407,0.4838000000119109,0.49980000001191627,0.5162000000029678,0.5329000000059523]",,14,0,14,0,1,participant,2022-09-22_12h34.49.126,GoFitts,2022.1.4,Win32,59.72288581,,,,
,,,,,,,,4,,,,,,,,,,,,,participant,2022-09-22_12h34.49.126,GoFitts,2022.1.4,Win32,59.72288581,4,0,0,1
,,return,0.5208,"[-264,15]","[108.73372353331446,120.76103414007656]",60.5,325,5,"[-264,-257,-257,-257,-257,-257,-255,-245,-238,-230,-223,-220,-213,-209,-206,-204,-201,-201,-201,-199,-190,-170,-135,-85,-46,-26,-14,0,7,25,36,45,61,79,92,93,93,95,101,112]","[15,19,19,19,19,19,20,24,27,33,39,42,49,54,58,60,62,63,63,65,73,89,111,137,149,152,152,152,150,149,149,149,149,153,159,160,160,160,156,148]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0014000000059724016,0.022500000000007958,0.03829999999702238,0.04929999999703227,0.07200000000000273,0.08320000000298933,0.10029999999702,0.12379999999703273,0.1392000000029867,0.15520000000299206,0.17170000000298558,0.18320000000298364,0.20529999999702397,0.21609999999404295,0.23929999999703,0.2562999999970259,0.27320000000298705,0.2899000000059715,0.3052999999970325,0.3165000000000049,0.33879999999702193,0.35550000000000637,0.3727000000029932,0.3885000000000076,0.4052999999970268,0.42220000000298796,0.4387000000029815,0.4557000000029916,0.4660000000000082,0.48850000000000193,0.5052000000029864,0.5222999999970313,0.5390000000000015,0.5555000000000092,0.5715999999940493,0.5892000000029896,0.6055999999940411,0.616599999994051,0.63900000000001,0.6555999999940525]",,0,0,0,0,1,participant,2022-09-22_12h34.49.126,GoFitts,2022.1.4,Win32,59.72288581,,,,
,,,,"[108.73372353331446,120.76103414007656]","[-81.25000000000007,-140.72912811497125]",60.5,325,5,"[112,115,117,117,110,97,83,66,49,42,15,-3,-17,-25,-33,-39,-43,-50,-55]","[148,146,135,118,96,80,72,67,61,56,21,-8,-31,-41,-52,-68,-91,-114,-128]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.00040000000596762675,0.015799999997014424,0.032299999997022155,0.04949999999999477,0.0657999999970258,0.0827999999970217,0.0995999999940409,0.11599999999999966,0.1325000000000074,0.1432000000029774,0.1599999999999966,0.1825999999940393,0.19929999999702375,0.21579999999701727,0.23259999999403647,0.24899999999999523,0.26600000000000534,0.28270000000297557,0.29929999999701806]",,1,0,1,0,1,participant,2022-09-22_12h34.49.126,GoFitts,2022.1.4,Win32,59.72288581,,,,
,,,,"[-81.25000000000007,-140.72912811497125]","[50.215261585928964,154.54668389796245]",60.5,325,5,"[-55,-56,-57,-57,-58,-60,-70,-79,-92,-104,-114,-125,-129,-129,-129,-125,-113,-93,-57,6,34]","[-128,-132,-132,-132,-133,-134,-137,-142,-147,-156,-168,-182,-188,-188,-188,-179,-164,-133,-69,80,160]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0002999999970114686,0.016399999991051573,0.03300000000000125,0.04920000000296909,0.060099999994037034,0.08289999999105646,0.10099999999999909,0.11609999999403442,0.1327000000029699,0.14939999999106135,0.16629999999700829,0.18299999999999272,0.19979999999701192,0.21599999999999397,0.22659999999403624,0.24920000000297193,0.2660999999940401,0.27670000000297534,0.2997000000029715,0.31679999999701636,0.33270000000297273]",,2,0,2,0,1,participant,2022-09-22_12h34.49.126,GoFitts,2022.1.4,Win32,59.72288581,,,,
,,,,"[50.215261585928964,154.54668389796245]","[-16.985875280993813,-161.6098079973444]",60.5,325,5,"[34,44,46,46,46,46,47,48,48,48,48,48,48,48,48,43,41,31,17,8,-1,-10]","[160,188,189,189,189,189,191,191,191,191,191,191,191,191,188,146,123,70,-11,-69,-116,-152]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.00039999999106044015,0.01659999999404249,0.03300000000000125,0.049099999994041355,0.06020000000297898,0.07679999999702147,0.09399999999999409,0.1163999999910601,0.1327000000029841,0.14959999999403806,0.16009999999403135,0.17709999999404147,0.1993999999910585,0.21009999999404272,0.22700000000000387,0.2497999999970233,0.2602999999970166,0.277000000000001,0.29999999999999716,0.31659999999403965,0.3329999999999984,0.3495999999940409]",,3,0,3,0,1,participant,2022-09-22_12h34.49.126,GoFitts,2022.1.4,Win32,59.72288581,,,,
